uf,cod_municipio,municipio,esf,equipes,populacao,equipes_por_100mil,cobertura_pct
TO,172085,SUCUPIRA,1.0,1.0,1591.0,62.9,219.98
TO,172010,SÃO BENTO DO TOCANTINS,3.0,3.0,6004.0,50.0,174.88
TO,172015,SÃO FÉLIX DO TOCANTINS,1.0,1.0,1897.0,52.7,184.5
TO,172020,SÃO MIGUEL DO TOCANTINS,6.0,7.0,14116.0,49.6,167.36
TO,172025,SÃO SALVADOR DO TOCANTINS,2.0,2.0,2356.0,84.9,297.11
TO,172030,SÃO SEBASTIÃO DO TOCANTINS,2.0,2.0,4182.0,47.8,167.38
TO,172049,SÃO VALÉRIO,2.0,2.0,4554.0,43.9,153.71
TO,172080,SÍTIO NOVO DO TOCANTINS,5.0,5.0,11446.0,43.7,152.89
TO,170825,TABOCÃO,1.0,1.0,3741.0,26.7,93.55
TO,172090,TAGUATINGA,5.0,5.0,14199.0,35.2,123.24
TO,172093,TAIPAS DO TOCANTINS,1.0,1.0,2092.0,47.8,167.3
TO,172097,TALISMÃ,1.0,1.0,2505.0,39.9,139.72
TO,172120,TOCANTINÓPOLIS,10.0,10.0,23225.0,43.1,150.69
TO,172110,TOCANTÍNIA,3.0,3.0,7802.0,38.5,134.58
TO,172125,TUPIRAMA,1.0,1.0,2024.0,49.4,172.92
TO,172130,TUPIRATINS,1.0,1.0,1886.0,53.0,185.57
TO,172208,WANDERLÂNDIA,5.0,5.0,10734.0,46.6,163.03
TO,172210,XAMBIOÁ,5.0,5.0,10636.0,47.0,164.53
