uf,ano,cnae,cnae_nome,tabela,unidades_locais,empresas,pessoal_ocupado_3112,valor_bruto_prod_ind_mil_rs,valor_transf_ind_mil_rs,receita_liquida_vendas_mil_rs,salarios_remuneracoes_mil_rs
MA,2024,117261,31 Fabricação de móveis,10457,75.0,74.0,1918.0,369074.0,178352.0,371201.0,
MT,2023,117261,31 Fabricação de móveis,1849,200.0,,2813.0,610292.0,302917.0,618008.0,
MT,2024,117261,31 Fabricação de móveis,10457,167.0,165.0,2220.0,464701.0,205087.0,482293.0,
PA,2023,117261,31 Fabricação de móveis,1849,137.0,,1791.0,285820.0,138155.0,279309.0,
PA,2024,117261,31 Fabricação de móveis,10457,147.0,71.0,2233.0,354698.0,152036.0,347251.0,
RO,2023,117261,31 Fabricação de móveis,1849,45.0,,708.0,148771.0,90439.0,149401.0,
RO,2024,117261,31 Fabricação de móveis,10457,53.0,53.0,713.0,185820.0,95375.0,186691.0,
RR,2023,117261,31 Fabricação de móveis,1849,4.0,,20.0,,,,
RR,2024,117261,31 Fabricação de móveis,10457,8.0,1.0,,,,,
TO,2023,117261,31 Fabricação de móveis,1849,25.0,,323.0,52577.0,16019.0,46290.0,
TO,2024,117261,31 Fabricação de móveis,10457,33.0,33.0,406.0,44041.0,16667.0,41690.0,
AC,2023,117267,32 Fabricação de produtos diversos,1849,4.0,,13.0,1070.0,595.0,1292.0,
AC,2024,117267,32 Fabricação de produtos diversos,10457,3.0,3.0,8.0,1177.0,1026.0,1177.0,
AM,2023,117267,32 Fabricação de produtos diversos,1849,43.0,,3874.0,4229609.0,2419120.0,4263857.0,
AM,2024,117267,32 Fabricação de produtos diversos,10457,40.0,36.0,4560.0,5050316.0,2972996.0,5355017.0,
AP,2023,117267,32 Fabricação de produtos diversos,1849,5.0,,31.0,7452.0,6962.0,7452.0,
AP,2024,117267,32 Fabricação de produtos diversos,10457,2.0,2.0,,,,,
MA,2023,117267,32 Fabricação de produtos diversos,1849,33.0,,352.0,56754.0,29901.0,49383.0,
MA,2024,117267,32 Fabricação de produtos diversos,10457,31.0,31.0,385.0,58564.0,28172.0,60654.0,
MT,2023,117267,32 Fabricação de produtos diversos,1849,77.0,,639.0,147343.0,93433.0,156999.0,
MT,2024,117267,32 Fabricação de produtos diversos,10457,91.0,89.0,743.0,120684.0,92819.0,124282.0,
PA,2023,117267,32 Fabricação de produtos diversos,1849,34.0,,289.0,30720.0,17606.0,31214.0,
PA,2024,117267,32 Fabricação de produtos diversos,10457,43.0,43.0,350.0,43582.0,24598.0,43377.0,
RO,2023,117267,32 Fabricação de produtos diversos,1849,30.0,,409.0,51856.0,30429.0,52295.0,
RO,2024,117267,32 Fabricação de produtos diversos,10457,31.0,29.0,383.0,49240.0,19758.0,49584.0,
RR,2023,117267,32 Fabricação de produtos diversos,1849,6.0,,58.0,4930.0,2414.0,5569.0,
RR,2024,117267,32 Fabricação de produtos diversos,10457,3.0,3.0,,,,,
TO,2023,117267,32 Fabricação de produtos diversos,1849,17.0,,198.0,32552.0,26093.0,32622.0,
TO,2024,117267,32 Fabricação de produtos diversos,10457,17.0,16.0,183.0,10904.0,7950.0,11746.0,
AC,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,8.0,,42.0,6303.0,5937.0,9156.0,
AC,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,10.0,10.0,,,,,
AM,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,96.0,,1570.0,176790.0,149059.0,179355.0,
AM,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,113.0,113.0,1979.0,234049.0,183037.0,232766.0,
AP,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,10.0,,48.0,5229.0,6015.0,5659.0,
AP,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,13.0,13.0,103.0,12831.0,8431.0,12575.0,
MA,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,98.0,,2638.0,246141.0,202068.0,275843.0,
MA,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,115.0,114.0,2903.0,195464.0,144562.0,218965.0,
MT,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,360.0,,4606.0,491708.0,438580.0,494554.0,
MT,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,253.0,247.0,3168.0,387221.0,304370.0,428971.0,
PA,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,135.0,,6984.0,687349.0,519499.0,731629.0,
PA,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,184.0,180.0,8092.0,874088.0,720102.0,918429.0,
RO,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,33.0,,199.0,26976.0,15360.0,26976.0,
RO,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,39.0,39.0,260.0,36735.0,29053.0,41013.0,
RR,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,4.0,,42.0,3828.0,3053.0,3828.0,
RR,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,4.0,4.0,,,,,
TO,2023,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",1849,58.0,,423.0,72294.0,64662.0,77820.0,
TO,2024,117283,"33 Manutenção, reparação e instalação de máquinas e equipamentos",10457,53.0,51.0,667.0,62362.0,51611.0,75261.0,
AC,2023,117897,Total,1849,259.0,,6267.0,2476456.0,649323.0,2554140.0,
AC,2024,117897,Total,10457,269.0,242.0,6435.0,3353543.0,925342.0,3418289.0,
AM,2023,117897,Total,1849,1267.0,,115117.0,170208036.0,62646346.0,175371157.0,
AM,2024,117897,Total,10457,1304.0,1199.0,127254.0,199180983.0,75577158.0,201897314.0,
AP,2023,117897,Total,1849,216.0,,4509.0,1312996.0,514770.0,1460701.0,
AP,2024,117897,Total,10457,228.0,220.0,5032.0,1431745.0,592145.0,1425733.0,
MA,2023,117897,Total,1849,1399.0,,44652.0,39642789.0,12319388.0,41547862.0,
MA,2024,117897,Total,10457,1460.0,1369.0,47326.0,41970408.0,14534906.0,43184533.0,
MT,2023,117897,Total,1849,3939.0,,122386.0,138917345.0,38526666.0,149298929.0,
MT,2024,117897,Total,10457,3914.0,3623.0,126489.0,135021125.0,41521382.0,138916460.0,
PA,2023,117897,Total,1849,2458.0,,122847.0,146223667.0,62596977.0,146617672.0,
PA,2024,117897,Total,10457,2578.0,2307.0,127208.0,168626868.0,70146964.0,168534780.0,
RO,2023,117897,Total,1849,1274.0,,33565.0,18692216.0,5910248.0,18877193.0,
RO,2024,117897,Total,10457,1283.0,1198.0,32783.0,20905636.0,6091511.0,21170810.0,
RR,2023,117897,Total,1849,149.0,,3394.0,707807.0,250891.0,678260.0,
RR,2024,117897,Total,10457,200.0,187.0,3824.0,1107012.0,378434.0,1132961.0,
TO,2023,117897,Total,1849,778.0,,20743.0,16726886.0,4739960.0,16894651.0,
TO,2024,117897,Total,10457,812.0,773.0,22080.0,18809492.0,5597138.0,18744933.0,
