ano,uf,divisao_cnae,estabelecimentos_ativos,vinculos_ativos
2018,AC,01,970,3730
2018,AC,02,17,165
2018,AC,03,9,29
2018,AC,05,1,1
2018,AC,07,1,1
2018,AC,08,14,59
2018,AC,09,1,0
2018,AC,10,177,2583
2018,AC,11,17,330
2018,AC,13,3,8
2018,AC,14,39,168
2018,AC,15,3,118
2018,AC,16,44,553
2018,AC,17,4,6
2018,AC,18,36,173
2018,AC,19,1,11
2018,AC,20,8,58
2018,AC,21,1,3
2018,AC,22,14,171
2018,AC,23,74,751
2018,AC,24,1,4
2018,AC,25,46,111
2018,AC,26,1,3
2018,AC,27,4,14
2018,AC,28,1,8
2018,AC,29,15,60
2018,AC,30,2,37
2018,AC,31,49,158
2018,AC,32,19,57
2018,AC,33,39,51
2018,AC,35,5,457
2018,AC,36,13,938
2018,AC,38,11,219
2018,AC,41,449,1893
2018,AC,42,68,1556
2018,AC,43,118,1982
2018,AC,45,460,2513
2018,AC,46,412,3369
2018,AC,47,3569,19336
2018,AC,49,200,1821
2018,AC,50,13,50
2018,AC,51,9,120
2018,AC,52,44,358
2018,AC,53,39,363
2018,AC,55,113,871
2018,AC,56,484,2360
2018,AC,58,15,104
2018,AC,59,9,7
2018,AC,60,22,322
2018,AC,61,46,244
2018,AC,62,19,54
2018,AC,63,16,144
2018,AC,64,100,978
2018,AC,65,10,127
2018,AC,66,28,170
2018,AC,68,53,89
2018,AC,69,261,830
2018,AC,70,23,90
2018,AC,71,59,468
2018,AC,72,5,137
2018,AC,73,50,127
2018,AC,74,35,89
2018,AC,75,10,23
2018,AC,77,66,161
2018,AC,78,12,811
2018,AC,79,37,123
2018,AC,80,20,1915
2018,AC,81,104,5202
2018,AC,82,165,3079
2018,AC,84,136,50742
2018,AC,85,598,5727
2018,AC,86,462,4137
2018,AC,87,9,15
2018,AC,88,15,481
2018,AC,90,6,16
2018,AC,91,3,237
2018,AC,93,94,355
2018,AC,94,478,1173
2018,AC,95,67,150
2018,AC,96,126,332
2018,AC,97,9,14
2018,AC,99,1,4
2018,AM,01,383,3802
2018,AM,02,47,195
2018,AM,03,33,65
2018,AM,06,8,441
2018,AM,07,5,873
2018,AM,08,18,153
2018,AM,09,11,417
2018,AM,10,365,4888
2018,AM,11,35,3215
2018,AM,13,30,806
2018,AM,14,88,761
2018,AM,15,9,148
2018,AM,16,121,1234
2018,AM,17,61,2608
2018,AM,18,146,1139
2018,AM,19,9,442
2018,AM,20,72,2274
2018,AM,21,6,655
2018,AM,22,139,8860
2018,AM,23,103,1351
2018,AM,24,22,952
2018,AM,25,193,5181
2018,AM,26,122,26204
2018,AM,27,37,4835
2018,AM,28,45,3366
2018,AM,29,34,3997
2018,AM,30,90,11994
2018,AM,31,91,922
2018,AM,32,63,1952
2018,AM,33,313,1730
2018,AM,35,123,2813
2018,AM,36,31,1276
2018,AM,37,18,72
2018,AM,38,72,2458
2018,AM,39,5,89
2018,AM,41,618,6669
2018,AM,42,164,3478
2018,AM,43,984,8603
2018,AM,45,1149,7130
2018,AM,46,1628,16552
2018,AM,47,13960,71247
2018,AM,49,764,19475
2018,AM,50,245,5030
2018,AM,51,49,970
2018,AM,52,399,8150
2018,AM,53,235,1679
2018,AM,55,297,2620
2018,AM,56,1642,15119
2018,AM,58,50,354
2018,AM,59,66,338
2018,AM,60,45,1317
2018,AM,61,201,1256
2018,AM,62,236,1521
2018,AM,63,84,908
2018,AM,64,358,3750
2018,AM,65,41,675
2018,AM,66,169,378
2018,AM,68,263,678
2018,AM,69,973,2541
2018,AM,70,226,1121
2018,AM,71,362,1710
2018,AM,72,32,2094
2018,AM,73,213,474
2018,AM,74,133,618
2018,AM,75,29,84
2018,AM,77,221,2121
2018,AM,78,86,11357
2018,AM,79,197,543
2018,AM,80,100,9639
2018,AM,81,863,20594
2018,AM,82,977,6330
2018,AM,84,298,205148
2018,AM,85,919,23500
2018,AM,86,1954,18036
2018,AM,87,57,177
2018,AM,88,24,933
2018,AM,90,65,660
2018,AM,91,4,21
2018,AM,93,246,999
2018,AM,94,2520,5470
2018,AM,95,222,737
2018,AM,96,409,1652
2018,AM,97,14,56
2018,AM,99,5,12
2018,AP,01,158,533
2018,AP,02,10,465
2018,AP,03,4,10
2018,AP,07,20,542
2018,AP,08,9,58
2018,AP,09,3,47
2018,AP,10,137,954
2018,AP,11,4,221
2018,AP,13,7,34
2018,AP,14,37,78
2018,AP,16,39,451
2018,AP,17,1,0
2018,AP,18,40,124
2018,AP,19,1,1
2018,AP,20,3,1
2018,AP,21,1,1
2018,AP,22,3,21
2018,AP,23,37,402
2018,AP,24,1,2
2018,AP,25,26,51
2018,AP,27,3,11
2018,AP,28,1,2
2018,AP,29,2,14
2018,AP,30,6,12
2018,AP,31,19,116
2018,AP,32,21,27
2018,AP,33,32,61
2018,AP,35,13,496
2018,AP,36,1,279
2018,AP,37,4,119
2018,AP,38,13,64
2018,AP,41,265,2995
2018,AP,42,49,1131
2018,AP,43,133,1388
2018,AP,45,325,1520
2018,AP,46,435,4385
2018,AP,47,3438,18684
2018,AP,49,125,1970
2018,AP,50,37,440
2018,AP,51,5,112
2018,AP,52,54,993
2018,AP,53,36,287
2018,AP,55,121,777
2018,AP,56,398,2240
2018,AP,58,2,4
2018,AP,59,15,109
2018,AP,60,12,218
2018,AP,61,48,634
2018,AP,62,25,115
2018,AP,63,10,30
2018,AP,64,74,815
2018,AP,65,13,68
2018,AP,66,29,69
2018,AP,68,53,127
2018,AP,69,195,656
2018,AP,70,32,117
2018,AP,71,43,178
2018,AP,72,1,96
2018,AP,73,40,410
2018,AP,74,28,66
2018,AP,75,7,36
2018,AP,77,72,604
2018,AP,78,15,794
2018,AP,79,53,76
2018,AP,80,33,2121
2018,AP,81,90,2171
2018,AP,82,166,1134
2018,AP,84,93,65635
2018,AP,85,300,6995
2018,AP,86,450,2794
2018,AP,87,4,28
2018,AP,88,7,433
2018,AP,90,6,2
2018,AP,91,1,6
2018,AP,93,93,270
2018,AP,94,686,2861
2018,AP,95,58,112
2018,AP,96,124,340
2018,AP,99,1,0
2018,MA,01,2772,16216
2018,MA,02,245,4857
2018,MA,03,93,241
2018,MA,05,2,1
2018,MA,06,2,8
2018,MA,07,16,400
2018,MA,08,100,784
2018,MA,09,8,295
2018,MA,10,719,6928
2018,MA,11,60,2789
2018,MA,12,1,0
2018,MA,13,60,193
2018,MA,14,288,1087
2018,MA,15,35,815
2018,MA,16,71,210
2018,MA,17,27,988
2018,MA,18,298,1144
2018,MA,19,10,1100
2018,MA,20,78,1866
2018,MA,21,2,0
2018,MA,22,64,531
2018,MA,23,437,5373
2018,MA,24,40,3769
2018,MA,25,325,1004
2018,MA,26,6,16
2018,MA,27,7,77
2018,MA,28,26,465
2018,MA,29,51,193
2018,MA,30,8,456
2018,MA,31,216,1494
2018,MA,32,143,368
2018,MA,33,354,1262
2018,MA,35,169,1989
2018,MA,36,52,3515
2018,MA,37,35,260
2018,MA,38,106,2236
2018,MA,39,3,9
2018,MA,41,2067,17943
2018,MA,42,528,10505
2018,MA,43,1118,6777
2018,MA,45,4019,13608
2018,MA,46,3601,27313
2018,MA,47,32690,106903
2018,MA,49,1489,22991
2018,MA,50,46,1204
2018,MA,51,12,387
2018,MA,52,271,3220
2018,MA,53,301,2077
2018,MA,55,640,4453
2018,MA,56,2586,14711
2018,MA,58,80,286
2018,MA,59,86,343
2018,MA,60,120,1358
2018,MA,61,318,1700
2018,MA,62,221,1092
2018,MA,63,122,2701
2018,MA,64,541,5396
2018,MA,65,55,560
2018,MA,66,279,655
2018,MA,68,570,1979
2018,MA,69,1469,4251
2018,MA,70,198,563
2018,MA,71,497,2000
2018,MA,72,11,67
2018,MA,73,342,414
2018,MA,74,299,652
2018,MA,75,36,93
2018,MA,77,510,3084
2018,MA,78,64,2622
2018,MA,79,264,541
2018,MA,80,162,12795
2018,MA,81,992,15297
2018,MA,82,1402,11978
2018,MA,84,567,304618
2018,MA,85,2270,25388
2018,MA,86,3239,25831
2018,MA,87,92,761
2018,MA,88,34,1511
2018,MA,90,123,115
2018,MA,91,9,61
2018,MA,92,1,0
2018,MA,93,509,1431
2018,MA,94,4573,19000
2018,MA,95,367,724
2018,MA,96,755,2215
2018,MA,97,24,30
2018,MT,01,21400,116999
2018,MT,02,591,2805
2018,MT,03,133,428
2018,MT,05,1,0
2018,MT,06,1,6
2018,MT,07,117,1944
2018,MT,08,289,1844
2018,MT,09,19,46
2018,MT,10,1484,47365
2018,MT,11,74,3001
2018,MT,13,162,1770
2018,MT,14,326,1671
2018,MT,15,68,1643
2018,MT,16,1168,9558
2018,MT,17,29,205
2018,MT,18,364,1342
2018,MT,19,47,5348
2018,MT,20,179,2404
2018,MT,21,3,33
2018,MT,22,186,2554
2018,MT,23,791,6105
2018,MT,24,52,575
2018,MT,25,1048,3725
2018,MT,26,10,47
2018,MT,27,27,651
2018,MT,28,162,1053
2018,MT,29,156,623
2018,MT,30,20,154
2018,MT,31,547,2571
2018,MT,32,324,701
2018,MT,33,896,2339
2018,MT,35,181,4024
2018,MT,36,65,1764
2018,MT,37,60,109
2018,MT,38,196,1468
2018,MT,39,5,534
2018,MT,41,3104,14977
2018,MT,42,749,12086
2018,MT,43,2571,6881
2018,MT,45,8041,31330
2018,MT,46,6976,33895
2018,MT,47,30249,131745
2018,MT,49,6084,30846
2018,MT,50,37,60
2018,MT,51,23,477
2018,MT,52,883,6595
2018,MT,53,315,2061
2018,MT,55,1168,6868
2018,MT,56,5075,22470
2018,MT,58,173,274
2018,MT,59,131,470
2018,MT,60,209,1482
2018,MT,61,430,2400
2018,MT,62,403,3565
2018,MT,63,410,734
2018,MT,64,1278,9059
2018,MT,65,67,1433
2018,MT,66,499,1268
2018,MT,68,1176,1478
2018,MT,69,2905,10731
2018,MT,70,360,451
2018,MT,71,1036,2343
2018,MT,72,37,575
2018,MT,73,920,1618
2018,MT,74,818,1196
2018,MT,75,123,185
2018,MT,77,940,2586
2018,MT,78,71,872
2018,MT,79,438,1012
2018,MT,80,228,8735
2018,MT,81,1409,14185
2018,MT,82,2593,11958
2018,MT,84,574,157597
2018,MT,85,2343,26621
2018,MT,86,5556,23219
2018,MT,87,177,922
2018,MT,88,72,1355
2018,MT,90,127,79
2018,MT,91,12,24
2018,MT,92,2,5
2018,MT,93,754,1789
2018,MT,94,4168,11634
2018,MT,95,702,1255
2018,MT,96,1447,3141
2018,MT,97,41,57
2018,MT,99,3,0
2018,PA,01,7344,48366
2018,PA,02,309,4298
2018,PA,03,107,1142
2018,PA,05,3,6
2018,PA,06,2,6
2018,PA,07,94,18472
2018,PA,08,114,1719
2018,PA,09,17,149
2018,PA,10,1327,28366
2018,PA,11,69,3000
2018,PA,12,1,43
2018,PA,13,57,1675
2018,PA,14,267,1097
2018,PA,15,41,1213
2018,PA,16,716,10487
2018,PA,17,23,1805
2018,PA,18,348,1081
2018,PA,19,10,1165
2018,PA,20,98,2462
2018,PA,21,6,7
2018,PA,22,120,1901
2018,PA,23,503,6703
2018,PA,24,42,5306
2018,PA,25,386,1453
2018,PA,26,8,37
2018,PA,27,21,1035
2018,PA,28,73,788
2018,PA,29,95,416
2018,PA,30,37,471
2018,PA,31,235,1729
2018,PA,32,197,354
2018,PA,33,554,3033
2018,PA,35,247,2557
2018,PA,36,92,1794
2018,PA,37,38,454
2018,PA,38,148,3599
2018,PA,39,1,0
2018,PA,41,2073,19673
2018,PA,42,602,21711
2018,PA,43,1440,19222
2018,PA,45,4479,19819
2018,PA,46,5149,36282
2018,PA,47,31457,145953
2018,PA,49,1998,27204
2018,PA,50,305,4468
2018,PA,51,48,736
2018,PA,52,511,6959
2018,PA,53,311,3059
2018,PA,55,861,6381
2018,PA,56,3016,18544
2018,PA,58,77,712
2018,PA,59,84,409
2018,PA,60,136,2038
2018,PA,61,434,3967
2018,PA,62,348,1610
2018,PA,63,134,2312
2018,PA,64,775,10951
2018,PA,65,69,1769
2018,PA,66,330,642
2018,PA,68,610,2201
2018,PA,69,1933,6792
2018,PA,70,223,518
2018,PA,71,730,7270
2018,PA,72,16,1684
2018,PA,73,451,887
2018,PA,74,447,1356
2018,PA,75,88,270
2018,PA,77,890,4755
2018,PA,78,93,10177
2018,PA,79,286,708
2018,PA,80,237,14897
2018,PA,81,1713,30692
2018,PA,82,1570,11895
2018,PA,84,634,360423
2018,PA,85,2636,50962
2018,PA,86,4155,40920
2018,PA,87,61,588
2018,PA,88,55,2232
2018,PA,90,86,185
2018,PA,91,6,224
2018,PA,92,5,9
2018,PA,93,732,4647
2018,PA,94,5239,13677
2018,PA,95,479,1292
2018,PA,96,976,3614
2018,PA,97,34,38
2018,PA,99,6,23
2018,RO,01,5102,12962
2018,RO,02,129,464
2018,RO,03,70,249
2018,RO,07,69,652
2018,RO,08,117,609
2018,RO,09,3,37
2018,RO,10,578,18463
2018,RO,11,27,1012
2018,RO,13,28,62
2018,RO,14,175,1024
2018,RO,15,20,783
2018,RO,16,470,5010
2018,RO,17,15,60
2018,RO,18,129,497
2018,RO,19,5,104
2018,RO,20,42,222
2018,RO,21,3,26
2018,RO,22,53,525
2018,RO,23,244,2396
2018,RO,24,25,389
2018,RO,25,280,1030
2018,RO,27,13,54
2018,RO,28,22,152
2018,RO,29,69,371
2018,RO,30,13,523
2018,RO,31,181,895
2018,RO,32,160,488
2018,RO,33,216,531
2018,RO,35,57,2319
2018,RO,36,11,874
2018,RO,37,19,42
2018,RO,38,79,903
2018,RO,39,1,7
2018,RO,41,959,4167
2018,RO,42,242,3203
2018,RO,43,893,2514
2018,RO,45,2666,12861
2018,RO,46,2633,13208
2018,RO,47,12490,56322
2018,RO,49,1623,10150
2018,RO,50,61,795
2018,RO,51,14,215
2018,RO,52,158,1029
2018,RO,53,130,1287
2018,RO,55,355,1848
2018,RO,56,1736,7699
2018,RO,58,57,194
2018,RO,59,39,104
2018,RO,60,116,1044
2018,RO,61,200,1337
2018,RO,62,95,243
2018,RO,63,71,200
2018,RO,64,457,4298
2018,RO,65,44,493
2018,RO,66,171,348
2018,RO,68,284,524
2018,RO,69,1161,3578
2018,RO,70,114,349
2018,RO,71,282,586
2018,RO,72,12,193
2018,RO,73,242,251
2018,RO,74,253,577
2018,RO,75,38,79
2018,RO,77,262,807
2018,RO,78,21,1394
2018,RO,79,189,431
2018,RO,80,67,5474
2018,RO,81,405,3908
2018,RO,82,841,5057
2018,RO,84,245,115936
2018,RO,85,769,12406
2018,RO,86,1921,9419
2018,RO,87,37,256
2018,RO,88,36,645
2018,RO,90,42,62
2018,RO,91,10,34
2018,RO,92,1,0
2018,RO,93,276,773
2018,RO,94,2382,3845
2018,RO,95,270,434
2018,RO,96,470,788
2018,RO,97,21,34
2018,RO,99,1,1
2018,RR,01,302,1418
2018,RR,02,30,70
2018,RR,03,19,32
2018,RR,07,1,0
2018,RR,08,10,92
2018,RR,09,1,0
2018,RR,10,98,841
2018,RR,11,7,138
2018,RR,13,10,38
2018,RR,14,29,127
2018,RR,16,49,438
2018,RR,17,2,12
2018,RR,18,13,30
2018,RR,19,2,137
2018,RR,20,3,23
2018,RR,21,1,1
2018,RR,22,2,15
2018,RR,23,51,427
2018,RR,24,1,3
2018,RR,25,30,49
2018,RR,29,3,19
2018,RR,31,17,17
2018,RR,32,20,79
2018,RR,33,20,82
2018,RR,35,15,947
2018,RR,36,1,466
2018,RR,37,3,9
2018,RR,38,15,32
2018,RR,41,232,1962
2018,RR,42,56,1406
2018,RR,43,145,893
2018,RR,45,362,1627
2018,RR,46,358,2740
2018,RR,47,2851,14303
2018,RR,49,158,995
2018,RR,51,7,83
2018,RR,52,19,231
2018,RR,53,30,223
2018,RR,55,82,528
2018,RR,56,513,2464
2018,RR,58,9,134
2018,RR,59,14,55
2018,RR,60,15,398
2018,RR,61,51,241
2018,RR,62,19,59
2018,RR,63,9,6
2018,RR,64,58,609
2018,RR,65,7,26
2018,RR,66,21,37
2018,RR,68,69,88
2018,RR,69,191,624
2018,RR,70,31,183
2018,RR,71,53,169
2018,RR,72,1,113
2018,RR,73,68,48
2018,RR,74,43,73
2018,RR,75,13,35
2018,RR,77,68,340
2018,RR,78,9,778
2018,RR,79,47,178
2018,RR,80,15,907
2018,RR,81,48,3458
2018,RR,82,136,483
2018,RR,84,88,46870
2018,RR,85,199,4911
2018,RR,86,358,2159
2018,RR,87,4,22
2018,RR,88,4,415
2018,RR,90,9,189
2018,RR,91,2,7
2018,RR,93,63,218
2018,RR,94,353,767
2018,RR,95,66,140
2018,RR,96,118,326
2018,RR,97,4,6
2018,RR,99,2,14
2018,TO,01,6833,20317
2018,TO,02,136,1003
2018,TO,03,34,98
2018,TO,05,1,0
2018,TO,07,11,69
2018,TO,08,123,978
2018,TO,09,4,6
2018,TO,10,368,7625
2018,TO,11,18,129
2018,TO,12,1,0
2018,TO,13,14,79
2018,TO,14,110,379
2018,TO,15,15,352
2018,TO,16,27,96
2018,TO,17,6,12
2018,TO,18,122,327
2018,TO,19,8,1093
2018,TO,20,31,230
2018,TO,21,2,5
2018,TO,22,31,237
2018,TO,23,298,2402
2018,TO,24,4,13
2018,TO,25,165,637
2018,TO,26,1,1
2018,TO,27,3,13
2018,TO,28,16,75
2018,TO,29,47,233
2018,TO,30,6,7
2018,TO,31,99,349
2018,TO,32,87,119
2018,TO,33,149,525
2018,TO,35,273,1570
2018,TO,36,19,1487
2018,TO,37,18,29
2018,TO,38,58,642
2018,TO,41,1183,4815
2018,TO,42,238,4462
2018,TO,43,470,1238
2018,TO,45,1858,6267
2018,TO,46,1752,7989
2018,TO,47,10307,35353
2018,TO,49,984,5883
2018,TO,50,19,310
2018,TO,51,6,122
2018,TO,52,166,808
2018,TO,53,199,952
2018,TO,55,334,1630
2018,TO,56,1333,5466
2018,TO,58,44,121
2018,TO,59,42,133
2018,TO,60,42,461
2018,TO,61,171,693
2018,TO,62,88,431
2018,TO,63,67,123
2018,TO,64,324,2270
2018,TO,65,22,215
2018,TO,66,138,260
2018,TO,68,408,532
2018,TO,69,1152,2809
2018,TO,70,147,1131
2018,TO,71,347,1394
2018,TO,72,14,91
2018,TO,73,213,184
2018,TO,74,205,280
2018,TO,75,28,42
2018,TO,77,364,822
2018,TO,78,6,105
2018,TO,79,104,186
2018,TO,80,55,2088
2018,TO,81,354,2502
2018,TO,82,694,4869
2018,TO,84,596,118399
2018,TO,85,778,12575
2018,TO,86,1791,6737
2018,TO,87,30,130
2018,TO,88,28,727
2018,TO,90,43,42
2018,TO,91,2,4
2018,TO,92,1,1
2018,TO,93,237,345
2018,TO,94,1960,4882
2018,TO,95,191,410
2018,TO,96,334,638
2018,TO,97,17,19
2019,AC,01,920,3225
2019,AC,02,17,20
2019,AC,03,10,26
2019,AC,07,1,1
2019,AC,08,12,38
2019,AC,09,1,0
2019,AC,10,176,2664
2019,AC,11,16,228
2019,AC,13,2,7
2019,AC,14,31,161
2019,AC,15,3,132
2019,AC,16,44,835
2019,AC,17,7,5
2019,AC,18,35,160
2019,AC,19,1,8
2019,AC,20,11,51
2019,AC,21,4,6
2019,AC,22,11,176
2019,AC,23,66,830
2019,AC,24,1,3
2019,AC,25,39,117
2019,AC,26,1,3
2019,AC,27,2,13
2019,AC,28,2,5
2019,AC,29,18,62
2019,AC,30,2,36
2019,AC,31,42,134
2019,AC,32,16,50
2019,AC,33,29,46
2019,AC,35,4,532
2019,AC,36,14,848
2019,AC,38,9,212
2019,AC,41,401,1756
2019,AC,42,44,1492
2019,AC,43,113,1971
2019,AC,45,447,2556
2019,AC,46,395,3465
2019,AC,47,3581,18613
2019,AC,49,191,1680
2019,AC,50,12,45
2019,AC,51,9,127
2019,AC,52,43,381
2019,AC,53,33,342
2019,AC,55,104,750
2019,AC,56,465,2058
2019,AC,58,12,82
2019,AC,59,8,42
2019,AC,60,20,271
2019,AC,61,37,299
2019,AC,62,22,72
2019,AC,63,13,173
2019,AC,64,85,1022
2019,AC,65,10,132
2019,AC,66,22,62
2019,AC,68,56,219
2019,AC,69,255,818
2019,AC,70,25,104
2019,AC,71,94,812
2019,AC,72,2,128
2019,AC,73,48,127
2019,AC,74,48,157
2019,AC,75,10,24
2019,AC,77,53,138
2019,AC,78,17,1929
2019,AC,79,49,99
2019,AC,80,24,1988
2019,AC,81,126,7052
2019,AC,82,165,1754
2019,AC,84,125,50883
2019,AC,85,591,4139
2019,AC,86,447,4362
2019,AC,87,7,7
2019,AC,88,15,469
2019,AC,90,4,12
2019,AC,91,2,168
2019,AC,93,84,332
2019,AC,94,461,1040
2019,AC,95,63,154
2019,AC,96,120,324
2019,AC,97,3,4
2019,AC,99,1,4
2019,AM,01,353,3065
2019,AM,02,45,172
2019,AM,03,34,54
2019,AM,06,6,455
2019,AM,07,8,999
2019,AM,08,14,158
2019,AM,09,5,429
2019,AM,10,338,4519
2019,AM,11,31,2875
2019,AM,13,27,928
2019,AM,14,84,756
2019,AM,15,9,118
2019,AM,16,119,1225
2019,AM,17,54,2720
2019,AM,18,128,981
2019,AM,19,10,456
2019,AM,20,55,2204
2019,AM,21,6,693
2019,AM,22,135,8903
2019,AM,23,99,1336
2019,AM,24,18,1432
2019,AM,25,151,4706
2019,AM,26,115,23833
2019,AM,27,31,6416
2019,AM,28,30,5049
2019,AM,29,35,4051
2019,AM,30,78,13501
2019,AM,31,80,914
2019,AM,32,62,2165
2019,AM,33,327,1939
2019,AM,35,120,3224
2019,AM,36,25,1567
2019,AM,37,14,31
2019,AM,38,62,2386
2019,AM,39,4,23
2019,AM,41,643,6952
2019,AM,42,126,2390
2019,AM,43,960,8803
2019,AM,45,1133,7504
2019,AM,46,1461,16226
2019,AM,47,12721,72170
2019,AM,49,695,17506
2019,AM,50,203,4310
2019,AM,51,26,939
2019,AM,52,365,7038
2019,AM,53,215,1748
2019,AM,55,276,2312
2019,AM,56,1551,15282
2019,AM,58,44,245
2019,AM,59,68,401
2019,AM,60,48,1189
2019,AM,61,175,1342
2019,AM,62,254,2162
2019,AM,63,80,773
2019,AM,64,308,3752
2019,AM,65,35,646
2019,AM,66,162,382
2019,AM,68,208,684
2019,AM,69,945,2518
2019,AM,70,249,1530
2019,AM,71,355,2808
2019,AM,72,46,1765
2019,AM,73,214,486
2019,AM,74,123,767
2019,AM,75,40,107
2019,AM,77,212,2409
2019,AM,78,64,9523
2019,AM,79,181,559
2019,AM,80,98,11004
2019,AM,81,831,21650
2019,AM,82,938,6145
2019,AM,84,322,200761
2019,AM,85,964,22341
2019,AM,86,1758,17071
2019,AM,87,50,141
2019,AM,88,22,889
2019,AM,90,62,680
2019,AM,91,3,15
2019,AM,93,245,1014
2019,AM,94,2499,5752
2019,AM,95,205,598
2019,AM,96,359,1750
2019,AM,97,10,63
2019,AM,99,5,10
2019,AP,01,126,453
2019,AP,02,8,484
2019,AP,07,14,603
2019,AP,08,13,107
2019,AP,09,1,32
2019,AP,10,133,823
2019,AP,11,3,51
2019,AP,13,6,22
2019,AP,14,34,77
2019,AP,16,24,369
2019,AP,18,31,112
2019,AP,19,1,1
2019,AP,22,4,20
2019,AP,23,35,396
2019,AP,24,1,2
2019,AP,25,14,36
2019,AP,27,3,20
2019,AP,28,1,1
2019,AP,29,2,15
2019,AP,30,6,161
2019,AP,31,17,97
2019,AP,32,14,16
2019,AP,33,21,57
2019,AP,35,13,769
2019,AP,36,2,423
2019,AP,37,2,3
2019,AP,38,18,449
2019,AP,39,1,8
2019,AP,41,218,2460
2019,AP,42,39,1420
2019,AP,43,120,803
2019,AP,45,280,1598
2019,AP,46,388,4331
2019,AP,47,3002,18077
2019,AP,49,104,1829
2019,AP,50,29,269
2019,AP,51,4,116
2019,AP,52,44,909
2019,AP,53,32,288
2019,AP,55,107,700
2019,AP,56,339,2007
2019,AP,58,2,0
2019,AP,59,15,89
2019,AP,60,12,197
2019,AP,61,38,896
2019,AP,62,30,144
2019,AP,63,11,17
2019,AP,64,66,698
2019,AP,65,8,224
2019,AP,66,21,58
2019,AP,68,51,144
2019,AP,69,174,632
2019,AP,70,22,126
2019,AP,71,49,118
2019,AP,72,1,91
2019,AP,73,41,370
2019,AP,74,27,71
2019,AP,75,7,30
2019,AP,77,59,479
2019,AP,78,16,645
2019,AP,79,41,61
2019,AP,80,25,1707
2019,AP,81,75,2157
2019,AP,82,148,1297
2019,AP,84,87,63390
2019,AP,85,251,6753
2019,AP,86,436,3085
2019,AP,87,4,15
2019,AP,88,6,392
2019,AP,90,5,2
2019,AP,91,2,9
2019,AP,93,82,277
2019,AP,94,623,2679
2019,AP,95,52,113
2019,AP,96,111,318
2019,AP,97,2,8
2019,MA,01,2727,16748
2019,MA,02,186,4398
2019,MA,03,91,218
2019,MA,06,2,126
2019,MA,07,7,522
2019,MA,08,92,766
2019,MA,09,7,277
2019,MA,10,631,7557
2019,MA,11,68,2839
2019,MA,12,1,1
2019,MA,13,45,182
2019,MA,14,257,1443
2019,MA,15,26,634
2019,MA,16,46,154
2019,MA,17,22,943
2019,MA,18,301,978
2019,MA,19,9,1416
2019,MA,20,62,1629
2019,MA,21,4,0
2019,MA,22,57,574
2019,MA,23,408,5149
2019,MA,24,22,2839
2019,MA,25,272,1185
2019,MA,26,5,4
2019,MA,27,3,82
2019,MA,28,26,205
2019,MA,29,49,214
2019,MA,30,6,414
2019,MA,31,198,1304
2019,MA,32,133,416
2019,MA,33,365,1373
2019,MA,35,78,2082
2019,MA,36,44,1229
2019,MA,37,32,181
2019,MA,38,113,807
2019,MA,39,4,19
2019,MA,41,1688,16560
2019,MA,42,438,10377
2019,MA,43,1034,7264
2019,MA,45,3752,13453
2019,MA,46,3453,28205
2019,MA,47,29275,105940
2019,MA,49,1330,23011
2019,MA,50,35,1113
2019,MA,51,11,377
2019,MA,52,259,3183
2019,MA,53,278,2030
2019,MA,55,645,4334
2019,MA,56,2401,13815
2019,MA,58,74,327
2019,MA,59,80,283
2019,MA,60,99,1355
2019,MA,61,353,2311
2019,MA,62,224,1519
2019,MA,63,125,2877
2019,MA,64,514,6155
2019,MA,65,49,610
2019,MA,66,270,775
2019,MA,68,488,2054
2019,MA,69,1493,4198
2019,MA,70,178,588
2019,MA,71,495,3207
2019,MA,72,7,71
2019,MA,73,336,454
2019,MA,74,292,493
2019,MA,75,45,68
2019,MA,77,441,3251
2019,MA,78,54,4033
2019,MA,79,255,576
2019,MA,80,155,10578
2019,MA,81,943,12934
2019,MA,82,1291,14108
2019,MA,84,551,303920
2019,MA,85,2136,26462
2019,MA,86,3100,33432
2019,MA,87,77,862
2019,MA,88,34,1316
2019,MA,90,107,113
2019,MA,91,12,62
2019,MA,92,1,0
2019,MA,93,518,1523
2019,MA,94,4112,16419
2019,MA,95,340,751
2019,MA,96,738,2257
2019,MA,97,19,16
2019,MT,01,21827,120489
2019,MT,02,513,2696
2019,MT,03,135,515
2019,MT,06,1,6
2019,MT,07,94,2400
2019,MT,08,257,2053
2019,MT,09,11,48
2019,MT,10,1358,51460
2019,MT,11,69,3146
2019,MT,13,159,1790
2019,MT,14,311,1652
2019,MT,15,43,1529
2019,MT,16,1014,9626
2019,MT,17,25,206
2019,MT,18,319,1250
2019,MT,19,49,6395
2019,MT,20,152,2441
2019,MT,21,4,9
2019,MT,22,154,2636
2019,MT,23,747,6378
2019,MT,24,43,759
2019,MT,25,1002,4123
2019,MT,26,11,40
2019,MT,27,23,644
2019,MT,28,143,1031
2019,MT,29,136,637
2019,MT,30,21,165
2019,MT,31,482,2528
2019,MT,32,284,758
2019,MT,33,951,2673
2019,MT,35,129,3954
2019,MT,36,63,1708
2019,MT,37,55,113
2019,MT,38,204,1919
2019,MT,39,6,517
2019,MT,41,2738,13323
2019,MT,42,687,10222
2019,MT,43,2578,7254
2019,MT,45,7562,32130
2019,MT,46,5697,36949
2019,MT,47,28238,134535
2019,MT,49,5539,32111
