ano,uf,divisao_cnae,estabelecimentos_ativos,vinculos_ativos
2020,TO,96,355,855
2020,TO,97,11,11
2021,AC,01,861,3157
2021,AC,02,20,20
2021,AC,03,10,11
2021,AC,07,1,1
2021,AC,08,13,25
2021,AC,10,184,2857
2021,AC,11,16,249
2021,AC,13,5,12
2021,AC,14,30,126
2021,AC,15,3,139
2021,AC,16,40,1126
2021,AC,18,28,132
2021,AC,19,4,13
2021,AC,20,8,45
2021,AC,21,1,3
2021,AC,22,12,170
2021,AC,23,71,792
2021,AC,24,1,3
2021,AC,25,28,119
2021,AC,26,1,3
2021,AC,27,4,18
2021,AC,28,1,6
2021,AC,29,18,60
2021,AC,30,1,46
2021,AC,31,48,152
2021,AC,32,15,38
2021,AC,33,31,53
2021,AC,35,10,816
2021,AC,36,11,368
2021,AC,38,8,209
2021,AC,39,1,0
2021,AC,41,455,1697
2021,AC,42,64,1297
2021,AC,43,183,2648
2021,AC,45,485,2948
2021,AC,46,415,3908
2021,AC,47,3707,20246
2021,AC,49,154,1571
2021,AC,50,9,55
2021,AC,51,9,115
2021,AC,52,34,425
2021,AC,53,40,383
2021,AC,55,88,614
2021,AC,56,449,1937
2021,AC,58,18,82
2021,AC,59,11,43
2021,AC,60,23,260
2021,AC,61,46,397
2021,AC,62,24,50
2021,AC,63,20,153
2021,AC,64,97,1088
2021,AC,65,8,125
2021,AC,66,28,1404
2021,AC,68,70,218
2021,AC,69,280,914
2021,AC,70,34,232
2021,AC,71,195,1597
2021,AC,72,2,113
2021,AC,73,48,117
2021,AC,74,69,152
2021,AC,75,11,45
2021,AC,77,44,144
2021,AC,78,17,2676
2021,AC,79,39,66
2021,AC,80,25,1827
2021,AC,81,119,6190
2021,AC,82,219,3237
2021,AC,84,123,61321
2021,AC,85,598,3685
2021,AC,86,530,4999
2021,AC,87,8,24
2021,AC,88,17,401
2021,AC,90,6,9
2021,AC,91,4,236
2021,AC,93,78,314
2021,AC,94,532,1259
2021,AC,95,69,173
2021,AC,96,136,321
2021,AC,97,1,1
2021,AC,99,1,4
2021,AM,01,402,3780
2021,AM,02,40,132
2021,AM,03,51,69
2021,AM,06,8,395
2021,AM,07,4,1186
2021,AM,08,15,182
2021,AM,09,6,345
2021,AM,10,353,4846
2021,AM,11,36,2701
2021,AM,13,29,859
2021,AM,14,71,747
2021,AM,15,9,124
2021,AM,16,77,1196
2021,AM,17,57,3334
2021,AM,18,122,760
2021,AM,19,15,484
2021,AM,20,71,2936
2021,AM,21,3,778
2021,AM,22,152,11163
2021,AM,23,92,1485
2021,AM,24,17,1510
2021,AM,25,171,5452
2021,AM,26,114,30581
2021,AM,27,41,7248
2021,AM,28,34,5623
2021,AM,29,39,4463
2021,AM,30,80,14736
2021,AM,31,86,1232
2021,AM,32,73,2566
2021,AM,33,353,2275
2021,AM,35,126,2937
2021,AM,36,23,2262
2021,AM,37,17,51
2021,AM,38,88,2860
2021,AM,39,5,110
2021,AM,41,709,7655
2021,AM,42,129,2856
2021,AM,43,966,12148
2021,AM,45,1186,7581
2021,AM,46,1673,17839
2021,AM,47,13568,76789
2021,AM,49,793,19327
2021,AM,50,246,4779
2021,AM,51,28,1008
2021,AM,52,343,7532
2021,AM,53,189,1774
2021,AM,55,282,2158
2021,AM,56,1545,14857
2021,AM,58,49,535
2021,AM,59,74,265
2021,AM,60,44,1196
2021,AM,61,241,1520
2021,AM,62,357,2388
2021,AM,63,119,1089
2021,AM,64,317,3711
2021,AM,65,33,967
2021,AM,66,207,513
2021,AM,68,256,872
2021,AM,69,1101,2618
2021,AM,70,297,2141
2021,AM,71,511,2927
2021,AM,72,50,2854
2021,AM,73,276,429
2021,AM,74,168,1143
2021,AM,75,54,157
2021,AM,77,240,2723
2021,AM,78,69,10182
2021,AM,79,179,380
2021,AM,80,128,11114
2021,AM,81,858,24729
2021,AM,82,1079,7369
2021,AM,84,329,227359
2021,AM,85,1058,16207
2021,AM,86,2030,19096
2021,AM,87,45,157
2021,AM,88,28,848
2021,AM,90,58,674
2021,AM,91,3,12
2021,AM,93,239,906
2021,AM,94,2580,6575
2021,AM,95,223,598
2021,AM,96,386,1733
2021,AM,97,4,80
2021,AM,99,2,5
2021,AP,01,133,546
2021,AP,02,15,555
2021,AP,03,1,2
2021,AP,07,18,795
2021,AP,08,14,90
2021,AP,09,1,1
2021,AP,10,122,756
2021,AP,11,4,52
2021,AP,13,7,18
2021,AP,14,33,73
2021,AP,15,1,0
2021,AP,16,18,324
2021,AP,17,1,0
2021,AP,18,38,101
2021,AP,19,1,1
2021,AP,20,2,9
2021,AP,21,1,2
2021,AP,22,2,3
2021,AP,23,35,604
2021,AP,25,23,36
2021,AP,27,3,14
2021,AP,28,1,0
2021,AP,29,3,16
2021,AP,30,8,30
2021,AP,31,17,53
2021,AP,32,11,25
2021,AP,33,37,62
2021,AP,35,13,781
2021,AP,36,3,397
2021,AP,37,1,0
2021,AP,38,17,249
2021,AP,39,1,0
2021,AP,41,291,2713
2021,AP,42,44,1660
2021,AP,43,131,700
2021,AP,45,304,1627
2021,AP,46,436,4693
2021,AP,47,3209,19340
2021,AP,49,108,1722
2021,AP,50,27,415
2021,AP,51,4,86
2021,AP,52,53,459
2021,AP,53,33,260
2021,AP,55,94,498
2021,AP,56,358,2151
2021,AP,58,1,0
2021,AP,59,21,71
2021,AP,60,10,173
2021,AP,61,39,1162
2021,AP,62,30,122
2021,AP,63,7,9
2021,AP,64,65,810
2021,AP,65,7,217
2021,AP,66,20,70
2021,AP,68,71,217
2021,AP,69,187,672
2021,AP,70,25,41
2021,AP,71,65,248
2021,AP,72,2,86
2021,AP,73,40,115
2021,AP,74,37,56
2021,AP,75,12,52
2021,AP,77,60,560
2021,AP,78,13,891
2021,AP,79,29,60
2021,AP,80,29,1688
2021,AP,81,82,2867
2021,AP,82,148,1776
2021,AP,84,82,58643
2021,AP,85,289,5984
2021,AP,86,481,3624
2021,AP,87,7,66
2021,AP,88,5,296
2021,AP,90,7,9
2021,AP,91,2,5
2021,AP,93,85,235
2021,AP,94,632,2473
2021,AP,95,51,109
2021,AP,96,118,377
2021,AP,97,1,7
2021,MA,01,2783,18621
2021,MA,02,197,5721
2021,MA,03,89,197
2021,MA,05,1,0
2021,MA,06,3,151
2021,MA,07,8,562
2021,MA,08,103,905
2021,MA,09,4,246
2021,MA,10,637,6770
2021,MA,11,74,2891
2021,MA,12,1,1
2021,MA,13,53,257
2021,MA,14,277,1444
2021,MA,15,34,845
2021,MA,16,52,114
2021,MA,17,28,1002
2021,MA,18,292,1016
2021,MA,19,11,1624
2021,MA,20,65,2037
2021,MA,21,1,3
2021,MA,22,72,720
2021,MA,23,445,5914
2021,MA,24,23,3657
2021,MA,25,289,1931
2021,MA,26,4,3
2021,MA,27,9,52
2021,MA,28,25,233
2021,MA,29,58,227
2021,MA,30,4,358
2021,MA,31,195,1431
2021,MA,32,132,420
2021,MA,33,439,1664
2021,MA,35,85,2128
2021,MA,36,61,3027
2021,MA,37,41,224
2021,MA,38,135,1097
2021,MA,39,4,16
2021,MA,41,1896,22542
2021,MA,42,526,14858
2021,MA,43,1293,8161
2021,MA,45,4091,13883
2021,MA,46,4852,30462
2021,MA,47,30484,114128
2021,MA,49,1517,24088
2021,MA,50,42,1007
2021,MA,51,15,293
2021,MA,52,298,3660
2021,MA,53,277,1904
2021,MA,55,654,4227
2021,MA,56,2592,13195
2021,MA,58,75,215
2021,MA,59,97,289
2021,MA,60,95,1241
2021,MA,61,497,3827
2021,MA,62,314,2017
2021,MA,63,115,2292
2021,MA,64,515,6073
2021,MA,65,51,832
2021,MA,66,362,893
2021,MA,68,550,2503
2021,MA,69,1659,4657
2021,MA,70,239,575
2021,MA,71,704,4139
2021,MA,72,14,67
2021,MA,73,500,558
2021,MA,74,401,682
2021,MA,75,76,140
2021,MA,77,508,3858
2021,MA,78,56,3729
2021,MA,79,260,506
2021,MA,80,187,11393
2021,MA,81,957,14191
2021,MA,82,1452,17676
2021,MA,84,582,321324
2021,MA,85,2183,25534
2021,MA,86,3756,44543
2021,MA,87,93,740
2021,MA,88,37,981
2021,MA,90,114,91
2021,MA,91,11,46
2021,MA,92,1,0
2021,MA,93,542,1564
2021,MA,94,4434,18553
2021,MA,95,371,763
2021,MA,96,856,2574
2021,MA,97,10,6
2021,MT,01,23377,126554
2021,MT,02,505,2802
2021,MT,03,124,405
2021,MT,05,1,1
2021,MT,06,1,7
2021,MT,07,119,3570
2021,MT,08,269,2378
2021,MT,09,22,30
2021,MT,10,1390,53433
2021,MT,11,82,3230
2021,MT,13,161,1530
2021,MT,14,294,1534
2021,MT,15,40,1394
2021,MT,16,1029,9904
2021,MT,17,28,191
2021,MT,18,298,1178
2021,MT,19,48,8573
2021,MT,20,175,3021
2021,MT,21,4,9
2021,MT,22,170,2687
2021,MT,23,903,7789
2021,MT,24,44,864
2021,MT,25,1202,4980
2021,MT,26,13,45
2021,MT,27,30,711
2021,MT,28,169,1438
2021,MT,29,171,825
2021,MT,30,19,166
2021,MT,31,518,2714
2021,MT,32,319,879
2021,MT,33,1252,4055
2021,MT,35,139,4579
2021,MT,36,69,1856
2021,MT,37,60,205
2021,MT,38,228,2551
2021,MT,39,5,386
2021,MT,41,3314,16809
2021,MT,42,806,11879
2021,MT,43,3202,9788
2021,MT,45,8206,33895
2021,MT,46,6101,41985
2021,MT,47,29611,144819
2021,MT,49,6126,37551
2021,MT,50,36,61
2021,MT,51,21,362
2021,MT,52,892,7832
2021,MT,53,303,2074
2021,MT,55,1116,7823
2021,MT,56,5067,19664
2021,MT,58,119,264
2021,MT,59,126,299
2021,MT,60,229,1424
2021,MT,61,572,3773
2021,MT,62,522,4117
2021,MT,63,281,1585
2021,MT,64,917,10487
2021,MT,65,48,1402
2021,MT,66,574,1032
2021,MT,68,1159,2325
2021,MT,69,3168,11931
2021,MT,70,375,604
2021,MT,71,1312,3884
2021,MT,72,39,739
2021,MT,73,1360,2462
2021,MT,74,922,1855
2021,MT,75,202,404
2021,MT,77,954,2896
2021,MT,78,76,1477
2021,MT,79,394,855
2021,MT,80,282,8957
2021,MT,81,1441,14992
2021,MT,82,3147,15460
2021,MT,84,607,164233
2021,MT,85,2616,23622
2021,MT,86,6360,28022
2021,MT,87,162,911
2021,MT,88,84,1427
2021,MT,90,90,69
2021,MT,91,11,0
2021,MT,92,1,4
2021,MT,93,805,1892
2021,MT,94,4151,10219
2021,MT,95,665,1127
2021,MT,96,1407,3638
2021,MT,97,23,15
2021,MT,99,2,0
2021,PA,01,7274,48723
2021,PA,02,260,5234
2021,PA,03,91,1052
2021,PA,06,1,2
2021,PA,07,87,23373
2021,PA,08,107,1552
2021,PA,09,30,135
2021,PA,10,1318,34409
2021,PA,11,78,2886
2021,PA,13,76,1633
2021,PA,14,249,1212
2021,PA,15,34,1356
2021,PA,16,619,10798
2021,PA,17,27,1738
2021,PA,18,336,986
2021,PA,19,7,1660
2021,PA,20,90,2704
2021,PA,21,5,6
2021,PA,22,122,1948
2021,PA,23,511,7614
2021,PA,24,33,6150
2021,PA,25,450,1779
2021,PA,26,6,25
2021,PA,27,20,816
2021,PA,28,73,1395
2021,PA,29,96,431
2021,PA,30,31,612
2021,PA,31,263,2173
2021,PA,32,221,482
2021,PA,33,652,4265
2021,PA,35,104,2494
2021,PA,36,89,1957
2021,PA,37,47,460
2021,PA,38,156,3773
2021,PA,39,1,0
2021,PA,41,2136,27061
2021,PA,42,645,32307
2021,PA,43,1661,15959
2021,PA,45,4886,21338
2021,PA,46,5545,40337
2021,PA,47,31768,162133
2021,PA,49,2020,28088
2021,PA,50,306,5366
2021,PA,51,42,694
2021,PA,52,541,8273
2021,PA,53,301,2877
2021,PA,55,856,6155
2021,PA,56,3173,19900
2021,PA,58,63,542
2021,PA,59,84,336
2021,PA,60,138,1754
2021,PA,61,646,6041
2021,PA,62,378,2417
2021,PA,63,135,1385
2021,PA,64,753,12085
2021,PA,65,51,2914
2021,PA,66,356,666
2021,PA,68,629,3276
2021,PA,69,2086,7366
2021,PA,70,249,694
2021,PA,71,1131,7825
2021,PA,72,22,988
2021,PA,73,579,1047
2021,PA,74,506,3071
2021,PA,75,134,389
2021,PA,77,1032,5910
2021,PA,78,84,11636
2021,PA,79,270,690
2021,PA,80,282,17177
2021,PA,81,1686,27686
2021,PA,82,1983,24231
2021,PA,84,610,362034
2021,PA,85,3157,42552
2021,PA,86,4572,50178
2021,PA,87,65,891
2021,PA,88,54,2196
2021,PA,90,95,119
2021,PA,91,5,5
2021,PA,92,10,14
2021,PA,93,773,4260
2021,PA,94,5769,13126
2021,PA,95,484,1365
2021,PA,96,1126,3964
2021,PA,97,10,6
2021,PA,99,5,14
2021,RO,01,5322,13974
2021,RO,02,107,444
2021,RO,03,65,192
2021,RO,07,41,724
2021,RO,08,95,554
2021,RO,09,21,69
2021,RO,10,574,17596
2021,RO,11,29,981
2021,RO,13,29,65
2021,RO,14,148,866
2021,RO,15,22,748
2021,RO,16,388,4092
2021,RO,17,14,92
2021,RO,18,121,507
2021,RO,19,5,101
2021,RO,20,43,246
2021,RO,21,2,26
2021,RO,22,48,495
2021,RO,23,247,2818
2021,RO,24,19,336
2021,RO,25,299,1263
2021,RO,26,3,22
2021,RO,27,8,27
2021,RO,28,14,81
2021,RO,29,73,393
2021,RO,30,7,525
2021,RO,31,155,848
2021,RO,32,156,570
2021,RO,33,248,679
2021,RO,35,64,2797
2021,RO,36,13,1053
2021,RO,37,15,57
2021,RO,38,79,893
2021,RO,39,2,10
2021,RO,41,889,3347
2021,RO,42,205,2847
2021,RO,43,920,2565
2021,RO,45,2831,13338
2021,RO,46,2684,15967
2021,RO,47,12588,58160
2021,RO,49,1460,10575
2021,RO,50,44,473
2021,RO,51,8,163
2021,RO,52,155,1491
2021,RO,53,145,1172
2021,RO,55,328,1648
2021,RO,56,1695,6801
2021,RO,58,52,154
2021,RO,59,36,125
2021,RO,60,96,760
2021,RO,61,234,2144
2021,RO,62,128,355
2021,RO,63,71,201
2021,RO,64,412,5267
2021,RO,65,26,504
2021,RO,66,182,356
2021,RO,68,291,852
2021,RO,69,1233,3886
2021,RO,70,104,450
2021,RO,71,453,1322
2021,RO,72,11,177
2021,RO,73,329,335
2021,RO,74,382,793
2021,RO,75,81,166
2021,RO,77,263,853
2021,RO,78,24,1160
2021,RO,79,177,683
2021,RO,80,77,5918
2021,RO,81,434,4061
2021,RO,82,921,6567
2021,RO,84,236,74716
2021,RO,85,796,9767
2021,RO,86,2229,11089
2021,RO,87,48,242
2021,RO,88,32,553
2021,RO,90,29,23
2021,RO,91,6,48
2021,RO,93,306,794
2021,RO,94,2213,3781
2021,RO,95,278,607
2021,RO,96,508,899
2021,RO,97,14,15
2021,RO,99,1,0
2021,RR,01,333,2043
2021,RR,02,10,96
2021,RR,03,26,65
2021,RR,07,3,0
2021,RR,08,11,144
2021,RR,10,112,1329
2021,RR,11,5,139
2021,RR,12,1,0
2021,RR,13,10,40
2021,RR,14,30,145
2021,RR,15,1,8
2021,RR,16,34,182
2021,RR,17,2,10
2021,RR,18,18,53
2021,RR,19,1,7
2021,RR,20,3,6
2021,RR,22,3,27
2021,RR,23,47,473
2021,RR,24,2,8
2021,RR,25,30,101
2021,RR,27,1,1
2021,RR,29,3,22
2021,RR,31,9,12
2021,RR,32,23,73
2021,RR,33,19,53
2021,RR,35,14,739
2021,RR,36,1,620
2021,RR,37,2,13
2021,RR,38,20,73
2021,RR,41,226,2158
2021,RR,42,45,2445
2021,RR,43,183,838
2021,RR,45,369,1752
2021,RR,46,427,3445
2021,RR,47,2948,16175
2021,RR,49,151,1157
2021,RR,50,3,14
2021,RR,51,8,90
2021,RR,52,28,278
2021,RR,53,33,228
2021,RR,55,78,484
2021,RR,56,506,2359
2021,RR,58,9,26
2021,RR,59,18,91
2021,RR,60,10,249
2021,RR,61,61,401
2021,RR,62,28,31
2021,RR,63,10,23
2021,RR,64,54,626
2021,RR,65,3,25
2021,RR,66,21,114
2021,RR,68,65,206
2021,RR,69,219,655
2021,RR,70,32,339
2021,RR,71,81,311
2021,RR,72,2,96
2021,RR,73,79,108
2021,RR,74,45,65
2021,RR,75,24,89
2021,RR,77,72,409
2021,RR,78,13,715
2021,RR,79,45,60
2021,RR,80,20,1749
2021,RR,81,47,2414
2021,RR,82,152,1529
2021,RR,84,83,54347
2021,RR,85,175,3733
2021,RR,86,439,2497
2021,RR,87,2,28
2021,RR,88,10,460
2021,RR,90,10,208
2021,RR,93,73,238
2021,RR,94,361,999
2021,RR,95,58,117
2021,RR,96,117,337
2021,RR,97,1,1
2021,RR,99,1,7
2021,TO,01,7227,23591
2021,TO,02,153,775
2021,TO,03,38,184
2021,TO,07,20,279
2021,TO,08,96,1183
2021,TO,09,4,1
2021,TO,10,404,8342
2021,TO,11,13,139
2021,TO,13,19,90
2021,TO,14,89,360
2021,TO,15,9,310
2021,TO,16,24,116
2021,TO,17,2,12
2021,TO,18,106,249
2021,TO,19,5,1088
2021,TO,20,36,281
2021,TO,21,1,48
2021,TO,22,41,302
2021,TO,23,295,2656
2021,TO,24,6,18
2021,TO,25,183,778
2021,TO,27,2,0
2021,TO,28,12,33
2021,TO,29,45,243
2021,TO,30,5,26
2021,TO,31,99,353
2021,TO,32,82,221
2021,TO,33,188,547
2021,TO,35,130,1705
2021,TO,36,44,1519
2021,TO,37,15,20
2021,TO,38,68,651
2021,TO,41,926,3746
2021,TO,42,196,4808
2021,TO,43,599,1778
2021,TO,45,2021,6990
2021,TO,46,1723,9113
2021,TO,47,10496,39049
2021,TO,49,972,6829
2021,TO,50,21,373
2021,TO,51,3,83
2021,TO,52,163,1076
2021,TO,53,198,992
2021,TO,55,319,1621
2021,TO,56,1333,5546
2021,TO,58,35,57
2021,TO,59,46,69
2021,TO,60,44,265
2021,TO,61,222,1479
2021,TO,62,150,613
2021,TO,63,69,124
2021,TO,64,251,2530
2021,TO,65,15,232
2021,TO,66,165,312
2021,TO,68,316,733
2021,TO,69,1362,2930
2021,TO,70,143,1389
2021,TO,71,487,1313
2021,TO,72,12,110
2021,TO,73,282,231
2021,TO,74,277,440
2021,TO,75,48,70
2021,TO,77,373,1118
2021,TO,78,13,188
2021,TO,79,126,184
2021,TO,80,69,2285
2021,TO,81,328,2861
2021,TO,82,853,5504
2021,TO,84,677,115836
2021,TO,85,815,11820
2021,TO,86,2137,9450
2021,TO,87,33,232
2021,TO,88,34,813
2021,TO,90,34,18
2021,TO,91,3,7
2021,TO,93,267,428
2021,TO,94,1801,2980
2021,TO,95,167,343
2021,TO,96,376,932
2021,TO,97,8,13
2023,AC,01,1155,3951
2023,AC,02,19,55
2023,AC,03,10,22
2023,AC,07,1,1
2023,AC,08,11,37
2023,AC,09,1,0
2023,AC,10,210,3496
2023,AC,11,12,196
2023,AC,12,1,0
2023,AC,13,3,11
2023,AC,14,39,195
2023,AC,15,5,151
2023,AC,16,39,915
2023,AC,17,3,7
2023,AC,18,36,180
2023,AC,19,2,14
2023,AC,20,9,54
2023,AC,22,12,166
2023,AC,23,75,882
2023,AC,24,1,6
2023,AC,25,43,180
2023,AC,27,1,13
2023,AC,28,1,14
2023,AC,29,16,54
2023,AC,30,1,50
2023,AC,31,47,187
2023,AC,32,25,56
2023,AC,33,33,80
2023,AC,35,13,873
2023,AC,36,14,573
2023,AC,38,8,246
2023,AC,41,530,2218
2023,AC,42,135,2171
2023,AC,43,215,5092
2023,AC,45,552,3243
2023,AC,46,498,4994
2023,AC,47,3946,21490
2023,AC,49,199,1888
2023,AC,50,10,46
2023,AC,51,10,115
2023,AC,52,40,418
2023,AC,53,42,382
2023,AC,55,100,768
2023,AC,56,603,2848
2023,AC,58,15,83
2023,AC,59,10,39
2023,AC,60,24,330
2023,AC,61,55,572
2023,AC,62,31,339
2023,AC,63,20,221
2023,AC,64,115,1153
2023,AC,65,6,140
2023,AC,66,43,2291
2023,AC,68,77,220
2023,AC,69,281,1181
2023,AC,70,37,323
2023,AC,71,113,1370
2023,AC,72,6,155
2023,AC,73,56,280
2023,AC,74,91,263
2023,AC,75,22,89
2023,AC,77,48,604
2023,AC,78,16,5253
2023,AC,79,48,82
2023,AC,80,31,2517
2023,AC,81,118,5822
2023,AC,82,305,3861
2023,AC,84,120,71455
2023,AC,85,211,6042
2023,AC,86,699,5674
2023,AC,87,8,113
2023,AC,88,16,451
2023,AC,90,6,49
2023,AC,91,3,268
2023,AC,93,118,681
2023,AC,94,297,1385
2023,AC,95,61,205
2023,AC,96,160,412
2023,AC,99,1,4
2023,AM,01,496,4176
2023,AM,02,27,537
2023,AM,03,29,69
2023,AM,06,7,412
2023,AM,07,5,16
2023,AM,08,14,264
2023,AM,09,7,401
2023,AM,10,419,5805
2023,AM,11,36,3193
2023,AM,13,28,899
2023,AM,14,78,1041
2023,AM,15,8,120
2023,AM,16,69,501
2023,AM,17,60,3349
2023,AM,18,147,1035
2023,AM,19,18,747
2023,AM,20,71,3199
2023,AM,21,4,1072
2023,AM,22,184,13125
2023,AM,23,113,1846
2023,AM,24,19,3225
2023,AM,25,172,5744
2023,AM,26,119,28734
2023,AM,27,36,6365
2023,AM,28,36,5295
2023,AM,29,33,4914
2023,AM,30,92,19528
2023,AM,31,71,1430
2023,AM,32,75,2561
2023,AM,33,351,2672
2023,AM,35,131,2851
2023,AM,36,29,2077
2023,AM,37,18,61
2023,AM,38,97,3066
2023,AM,39,2,11
2023,AM,41,792,8861
2023,AM,42,258,6131
2023,AM,43,1032,12121
2023,AM,45,1191,9253
2023,AM,46,1704,19662
2023,AM,47,13140,89091
2023,AM,49,780,21506
2023,AM,50,230,5143
2023,AM,51,33,1127
2023,AM,52,433,9461
2023,AM,53,185,1798
2023,AM,55,286,2691
2023,AM,56,1862,20005
2023,AM,58,28,198
2023,AM,59,51,292
2023,AM,60,41,1257
2023,AM,61,241,2050
2023,AM,62,437,4316
2023,AM,63,114,795
2023,AM,64,367,3866
2023,AM,65,35,1102
2023,AM,66,209,602
2023,AM,68,302,1187
2023,AM,69,1075,4510
2023,AM,70,360,3346
2023,AM,71,661,5056
2023,AM,72,49,3539
2023,AM,73,262,709
2023,AM,74,181,2048
2023,AM,75,96,273
2023,AM,77,364,6272
2023,AM,78,97,13521
2023,AM,79,196,607
2023,AM,80,161,12796
2023,AM,81,949,23778
2023,AM,82,1188,12862
2023,AM,84,279,231367
2023,AM,85,1075,62874
2023,AM,86,2632,22980
2023,AM,87,39,251
2023,AM,88,32,1397
2023,AM,90,39,1025
2023,AM,91,3,41
2023,AM,92,1,0
2023,AM,93,282,1602
2023,AM,94,708,10340
2023,AM,95,179,683
2023,AM,96,415,2213
2023,AM,97,3,2
2023,AM,99,3,16
2023,AP,01,161,621
2023,AP,02,12,777
2023,AP,03,1,16
2023,AP,07,15,202
2023,AP,08,12,168
2023,AP,09,1,6
2023,AP,10,196,1311
2023,AP,11,4,145
2023,AP,13,14,39
2023,AP,14,33,136
2023,AP,15,1,7
2023,AP,16,20,540
2023,AP,17,2,2
2023,AP,18,37,149
2023,AP,19,2,0
2023,AP,20,3,46
2023,AP,22,4,51
2023,AP,23,42,770
2023,AP,24,1,13
2023,AP,25,31,101
2023,AP,26,1,3
2023,AP,27,5,42
2023,AP,28,1,0
2023,AP,29,5,21
2023,AP,30,8,43
2023,AP,31,22,110
2023,AP,32,13,42
2023,AP,33,33,120
2023,AP,35,9,447
2023,AP,36,3,687
2023,AP,37,6,10
2023,AP,38,23,737
2023,AP,39,1,2
2023,AP,41,381,4280
2023,AP,42,56,1156
2023,AP,43,143,966
2023,AP,45,323,1935
2023,AP,46,492,5505
2023,AP,47,3389,21374
2023,AP,49,125,1852
2023,AP,50,26,447
2023,AP,51,5,105
2023,AP,52,59,605
2023,AP,53,36,289
2023,AP,55,117,750
2023,AP,56,475,2981
2023,AP,58,3,1
2023,AP,59,15,87
2023,AP,60,8,168
2023,AP,61,42,1340
2023,AP,62,27,119
2023,AP,63,11,32
2023,AP,64,70,788
2023,AP,65,9,97
2023,AP,66,26,94
2023,AP,68,55,414
2023,AP,69,219,913
2023,AP,70,34,529
2023,AP,71,79,635
2023,AP,72,2,76
2023,AP,73,44,141
2023,AP,74,43,170
2023,AP,75,17,87
2023,AP,77,60,321
2023,AP,78,17,2156
2023,AP,79,34,87
2023,AP,80,37,1992
2023,AP,81,104,5027
2023,AP,82,203,3312
2023,AP,84,85,63610
2023,AP,85,250,14327
2023,AP,86,596,5575
2023,AP,87,15,150
2023,AP,88,8,454
2023,AP,90,4,12
2023,AP,91,1,6
2023,AP,93,120,516
2023,AP,94,193,1205
2023,AP,95,49,141
2023,AP,96,124,322
2023,AP,97,1,0
2023,MA,01,3698,25625
2023,MA,02,188,6263
2023,MA,03,70,237
2023,MA,06,3,194
2023,MA,07,8,629
2023,MA,08,84,974
2023,MA,09,6,261
2023,MA,10,772,9516
2023,MA,11,83,3088
2023,MA,12,1,1
2023,MA,13,43,422
2023,MA,14,235,1760
2023,MA,15,24,536
2023,MA,16,29,118
2023,MA,17,20,1043
2023,MA,18,279,1160
2023,MA,19,11,2195
2023,MA,20,66,2437
2023,MA,21,1,2
2023,MA,22,72,928
2023,MA,23,431,6253
2023,MA,24,24,4873
2023,MA,25,277,3107
2023,MA,26,1,2
2023,MA,27,10,74
2023,MA,28,26,374
2023,MA,29,65,414
2023,MA,30,6,475
2023,MA,31,191,2069
2023,MA,32,126,522
2023,MA,33,375,1921
2023,MA,35,85,2465
2023,MA,36,56,3533
2023,MA,37,27,297
2023,MA,38,106,1983
2023,MA,39,2,3
2023,MA,41,2304,24553
2023,MA,42,548,17006
2023,MA,43,1051,8311
2023,MA,45,3644,17373
2023,MA,46,3759,35952
2023,MA,47,26339,125136
2023,MA,49,1461,27380
2023,MA,50,40,1126
2023,MA,51,11,288
2023,MA,52,319,4899
2023,MA,53,295,1811
2023,MA,55,661,5102
2023,MA,56,2920,18738
2023,MA,58,62,227
2023,MA,59,53,284
2023,MA,60,74,1180
2023,MA,61,479,5123
2023,MA,62,312,4632
2023,MA,63,112,408
2023,MA,64,500,5448
2023,MA,65,34,528
2023,MA,66,366,953
2023,MA,68,509,3938
2023,MA,69,1644,5970
2023,MA,70,230,1703
2023,MA,71,727,5581
2023,MA,72,11,90
2023,MA,73,394,1222
2023,MA,74,418,1257
2023,MA,75,112,364
2023,MA,77,568,4765
2023,MA,78,68,4858
2023,MA,79,231,607
2023,MA,80,203,13049
2023,MA,81,967,17146
2023,MA,82,1544,22031
2023,MA,84,625,325606
2023,MA,85,1725,47861
2023,MA,86,4401,69850
2023,MA,87,66,1043
2023,MA,88,30,957
2023,MA,90,50,117
2023,MA,91,5,73
2023,MA,92,1,1
2023,MA,93,549,2429
2023,MA,94,1099,22003
2023,MA,95,283,688
2023,MA,96,913,3388
2023,MA,97,3,34
2023,MT,01,27704,152698
2023,MT,02,587,2992
2023,MT,03,133,394
2023,MT,06,1,5
2023,MT,07,143,4767
2023,MT,08,272,2939
2023,MT,09,22,139
2023,MT,10,1551,56553
2023,MT,11,85,3691
2023,MT,13,150,1359
2023,MT,14,312,1836
2023,MT,15,44,1719
2023,MT,16,1036,8660
2023,MT,17,34,267
2023,MT,18,302,1204
2023,MT,19,49,10578
2023,MT,20,194,3417
2023,MT,21,4,29
2023,MT,22,202,3056
2023,MT,23,1075,8814
2023,MT,24,44,958
2023,MT,25,1503,6029
2023,MT,26,16,61
2023,MT,27,47,1154
2023,MT,28,200,1816
2023,MT,29,189,889
2023,MT,30,20,154
2023,MT,31,541,2847
2023,MT,32,366,1139
2023,MT,33,1596,5806
2023,MT,35,160,4415
2023,MT,36,72,2302
2023,MT,37,59,250
2023,MT,38,247,2081
2023,MT,39,5,295
2023,MT,41,4486,20678
2023,MT,42,1116,13781
2023,MT,43,3752,11891
