uf,ano,cod_produto,produto,quantidade_t,valor_mil_rs
PA,2019,3433,7.1 - Carvão vegetal,64060.0,56850.0
PA,2019,3434,7.2 - Lenha,1533469.0,42743.0
PA,2019,3435,7.3 - Madeira em tora,3761760.0,908690.0
PA,2019,3438,8 - Oleaginosos,579.0,5188.0
PA,2019,3439,8.1 - Babaçu (amêndoa),15.0,63.0
PA,2019,3440,8.2 - Copaíba (óleo),17.0,503.0
PA,2019,3441,8.3 - Cumaru (amêndoa),92.0,2669.0
PA,2019,3444,8.6 - Pequi (amêndoa),420.0,1910.0
PA,2019,3445,8.7 - Tucum (amêndoa),1.0,3.0
PA,2019,3446,8.8 - Outros,34.0,39.0
PA,2019,3451,10 - Tanantes,1.0,14.0
PA,2019,3452,10.1 - Angico (casca),0.0,2.0
PA,2019,3453,10.2 - Barbatimão (casca),0.0,4.0
PA,2019,3454,10.3 - Outros,0.0,8.0
PA,2019,39409,1.7 - Pequi (fruto),5.0,14.0
PA,2020,11296,1.10 - Outros,2697.0,4007.0
PA,2020,3402,1 - Alimentícios,164680.0,609215.0
PA,2020,3403,1.1 - Açaí (fruto),149671.0,569129.0
PA,2020,3404,1.2 - Castanha-de-caju,56.0,158.0
PA,2020,3405,1.3 - Castanha-do-pará,8643.0,20801.0
PA,2020,3408,1.6 - Palmito,3610.0,15108.0
PA,2020,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",36.0,180.0
PA,2020,3413,2.2 - Jaborandi (folha),36.0,180.0
PA,2020,3416,3 - Borrachas,40.0,165.0
PA,2020,3418,3.2 - Hevea (látex coagulado),40.0,165.0
PA,2020,3423,5 - Fibras,275.0,612.0
PA,2020,3424,5.1 - Buriti,270.0,595.0
PA,2020,3427,5.4 - Outras,5.0,17.0
PA,2020,3433,7.1 - Carvão vegetal,72279.0,79457.0
PA,2020,3434,7.2 - Lenha,1592586.0,42194.0
PA,2020,3435,7.3 - Madeira em tora,3489308.0,845966.0
PA,2020,3438,8 - Oleaginosos,500.0,4622.0
PA,2020,3439,8.1 - Babaçu (amêndoa),12.0,58.0
PA,2020,3440,8.2 - Copaíba (óleo),14.0,431.0
PA,2020,3441,8.3 - Cumaru (amêndoa),87.0,2360.0
PA,2020,3444,8.6 - Pequi (amêndoa),346.0,1709.0
PA,2020,3445,8.7 - Tucum (amêndoa),1.0,3.0
PA,2020,3446,8.8 - Outros,40.0,60.0
PA,2020,3451,10 - Tanantes,0.0,12.0
PA,2020,3452,10.1 - Angico (casca),0.0,2.0
PA,2020,3453,10.2 - Barbatimão (casca),0.0,2.0
PA,2020,3454,10.3 - Outros,0.0,8.0
PA,2020,39409,1.7 - Pequi (fruto),3.0,12.0
PA,2021,11296,1.10 - Outros,2430.0,3466.0
PA,2021,3402,1 - Alimentícios,166453.0,654621.0
PA,2021,3403,1.1 - Açaí (fruto),154433.0,617345.0
PA,2021,3404,1.2 - Castanha-de-caju,53.0,158.0
PA,2021,3405,1.3 - Castanha-do-pará,5924.0,17375.0
PA,2021,3408,1.6 - Palmito,3608.0,16258.0
PA,2021,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",38.0,188.0
PA,2021,3413,2.2 - Jaborandi (folha),38.0,188.0
PA,2021,3414,2.3 - Urucum (semente),0.0,1.0
PA,2021,3416,3 - Borrachas,34.0,128.0
PA,2021,3418,3.2 - Hevea (látex coagulado),34.0,128.0
PA,2021,3423,5 - Fibras,277.0,1082.0
PA,2021,3424,5.1 - Buriti,271.0,1058.0
PA,2021,3427,5.4 - Outras,6.0,25.0
PA,2021,3433,7.1 - Carvão vegetal,74113.0,101231.0
PA,2021,3434,7.2 - Lenha,1565557.0,43064.0
PA,2021,3435,7.3 - Madeira em tora,3870374.0,1134556.0
PA,2021,3438,8 - Oleaginosos,486.0,5269.0
PA,2021,3439,8.1 - Babaçu (amêndoa),13.0,73.0
PA,2021,3440,8.2 - Copaíba (óleo),16.0,553.0
PA,2021,3441,8.3 - Cumaru (amêndoa),80.0,2624.0
PA,2021,3444,8.6 - Pequi (amêndoa),320.0,1886.0
PA,2021,3445,8.7 - Tucum (amêndoa),1.0,3.0
PA,2021,3446,8.8 - Outros,55.0,130.0
PA,2021,3451,10 - Tanantes,0.0,13.0
PA,2021,3452,10.1 - Angico (casca),0.0,2.0
PA,2021,3453,10.2 - Barbatimão (casca),0.0,1.0
PA,2021,3454,10.3 - Outros,0.0,10.0
PA,2021,39409,1.7 - Pequi (fruto),4.0,19.0
PA,2022,11296,1.10 - Outros,2769.0,3611.0
PA,2022,3402,1 - Alimentícios,179952.0,692571.0
PA,2022,3403,1.1 - Açaí (fruto),164902.0,641974.0
PA,2022,3404,1.2 - Castanha-de-caju,46.0,146.0
PA,2022,3405,1.3 - Castanha-do-pará,8807.0,31075.0
PA,2022,3408,1.6 - Palmito,3424.0,15744.0
PA,2022,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",50.0,746.0
PA,2022,3413,2.2 - Jaborandi (folha),50.0,744.0
PA,2022,3414,2.3 - Urucum (semente),0.0,2.0
PA,2022,3416,3 - Borrachas,36.0,173.0
PA,2022,3418,3.2 - Hevea (látex coagulado),36.0,173.0
PA,2022,3423,5 - Fibras,277.0,1144.0
PA,2022,3424,5.1 - Buriti,271.0,1117.0
PA,2022,3427,5.4 - Outras,6.0,27.0
PA,2022,3433,7.1 - Carvão vegetal,139485.0,141101.0
PA,2022,3434,7.2 - Lenha,1427196.0,39468.0
PA,2022,3435,7.3 - Madeira em tora,4749774.0,1530345.0
PA,2022,3438,8 - Oleaginosos,494.0,7079.0
PA,2022,3439,8.1 - Babaçu (amêndoa),11.0,65.0
PA,2022,3440,8.2 - Copaíba (óleo),18.0,744.0
PA,2022,3441,8.3 - Cumaru (amêndoa),99.0,3670.0
PA,2022,3444,8.6 - Pequi (amêndoa),331.0,2483.0
PA,2022,3445,8.7 - Tucum (amêndoa),1.0,3.0
PA,2022,3446,8.8 - Outros,34.0,115.0
PA,2022,3451,10 - Tanantes,0.0,12.0
PA,2022,3452,10.1 - Angico (casca),0.0,1.0
PA,2022,3453,10.2 - Barbatimão (casca),0.0,1.0
PA,2022,3454,10.3 - Outros,0.0,9.0
PA,2022,39409,1.7 - Pequi (fruto),4.0,21.0
PA,2023,11296,1.10 - Outros,2281.0,3377.0
PA,2023,3402,1 - Alimentícios,182575.0,700720.0
PA,2023,3403,1.1 - Açaí (fruto),167625.0,651058.0
PA,2023,3404,1.2 - Castanha-de-caju,43.0,141.0
PA,2023,3405,1.3 - Castanha-do-pará,9390.0,31526.0
PA,2023,3408,1.6 - Palmito,3230.0,14580.0
PA,2023,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",0.0,5.0
PA,2023,3414,2.3 - Urucum (semente),0.0,3.0
PA,2023,3415,2.4 - Outros,0.0,2.0
PA,2023,3416,3 - Borrachas,20.0,102.0
PA,2023,3418,3.2 - Hevea (látex coagulado),20.0,102.0
PA,2023,3423,5 - Fibras,276.0,1178.0
PA,2023,3424,5.1 - Buriti,270.0,1153.0
PA,2023,3427,5.4 - Outras,5.0,24.0
PA,2023,3433,7.1 - Carvão vegetal,129647.0,101318.0
PA,2023,3434,7.2 - Lenha,1332537.0,40015.0
PA,2023,3435,7.3 - Madeira em tora,4985861.0,1763718.0
PA,2023,3438,8 - Oleaginosos,502.0,8379.0
PA,2023,3439,8.1 - Babaçu (amêndoa),14.0,121.0
PA,2023,3440,8.2 - Copaíba (óleo),17.0,789.0
PA,2023,3441,8.3 - Cumaru (amêndoa),90.0,4759.0
PA,2023,3444,8.6 - Pequi (amêndoa),322.0,2431.0
PA,2023,3445,8.7 - Tucum (amêndoa),1.0,4.0
PA,2023,3446,8.8 - Outros,57.0,275.0
PA,2023,3451,10 - Tanantes,0.0,11.0
PA,2023,3452,10.1 - Angico (casca),0.0,1.0
PA,2023,3453,10.2 - Barbatimão (casca),0.0,1.0
PA,2023,3454,10.3 - Outros,0.0,8.0
PA,2023,39409,1.7 - Pequi (fruto),7.0,37.0
PA,2024,11296,1.10 - Outros,2660.0,5088.0
PA,2024,3402,1 - Alimentícios,183118.0,884501.0
PA,2024,3403,1.1 - Açaí (fruto),168527.0,801911.0
PA,2024,3404,1.2 - Castanha-de-caju,39.0,134.0
PA,2024,3405,1.3 - Castanha-do-pará,8715.0,61660.0
PA,2024,3408,1.6 - Palmito,3170.0,15664.0
PA,2024,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",0.0,5.0
PA,2024,3414,2.3 - Urucum (semente),0.0,3.0
PA,2024,3415,2.4 - Outros,0.0,2.0
PA,2024,3416,3 - Borrachas,9.0,112.0
PA,2024,3418,3.2 - Hevea (látex coagulado),9.0,112.0
PA,2024,3423,5 - Fibras,278.0,1275.0
PA,2024,3424,5.1 - Buriti,272.0,1250.0
PA,2024,3427,5.4 - Outras,6.0,25.0
PA,2024,3433,7.1 - Carvão vegetal,134444.0,108141.0
PA,2024,3434,7.2 - Lenha,1314718.0,44928.0
PA,2024,3435,7.3 - Madeira em tora,4466053.0,1679359.0
PA,2024,3438,8 - Oleaginosos,540.0,16751.0
PA,2024,3439,8.1 - Babaçu (amêndoa),15.0,144.0
PA,2024,3440,8.2 - Copaíba (óleo),14.0,728.0
PA,2024,3441,8.3 - Cumaru (amêndoa),154.0,13531.0
PA,2024,3444,8.6 - Pequi (amêndoa),270.0,2049.0
PA,2024,3445,8.7 - Tucum (amêndoa),1.0,4.0
PA,2024,3446,8.8 - Outros,85.0,296.0
PA,2024,3451,10 - Tanantes,0.0,7.0
PA,2024,3452,10.1 - Angico (casca),0.0,0.0
PA,2024,3453,10.2 - Barbatimão (casca),0.0,1.0
PA,2024,3454,10.3 - Outros,0.0,6.0
PA,2024,39409,1.7 - Pequi (fruto),7.0,44.0
RO,2015,11296,1.10 - Outros,31.0,60.0
RO,2015,3402,1 - Alimentícios,3839.0,9644.0
RO,2015,3403,1.1 - Açaí (fruto),1674.0,3711.0
RO,2015,3405,1.3 - Castanha-do-pará,1944.0,5408.0
RO,2015,3408,1.6 - Palmito,190.0,466.0
RO,2015,3416,3 - Borrachas,158.0,418.0
RO,2015,3418,3.2 - Hevea (látex coagulado),158.0,418.0
RO,2015,3419,3.3 - Hevea (látex líquido),0.0,0.0
RO,2015,3433,7.1 - Carvão vegetal,0.0,2.0
RO,2015,3434,7.2 - Lenha,477941.0,14923.0
RO,2015,3435,7.3 - Madeira em tora,1869493.0,159898.0
RO,2015,3438,8 - Oleaginosos,89.0,444.0
RO,2015,3440,8.2 - Copaíba (óleo),7.0,196.0
RO,2015,3446,8.8 - Outros,82.0,249.0
RO,2016,11296,1.10 - Outros,30.0,58.0
RO,2016,3402,1 - Alimentícios,3870.0,9634.0
RO,2016,3403,1.1 - Açaí (fruto),1605.0,3264.0
RO,2016,3405,1.3 - Castanha-do-pará,2055.0,5855.0
RO,2016,3408,1.6 - Palmito,179.0,457.0
RO,2016,3416,3 - Borrachas,155.0,397.0
RO,2016,3418,3.2 - Hevea (látex coagulado),155.0,397.0
RO,2016,3419,3.3 - Hevea (látex líquido),0.0,0.0
RO,2016,3434,7.2 - Lenha,46541.0,3017.0
RO,2016,3435,7.3 - Madeira em tora,1439010.0,172879.0
RO,2016,3438,8 - Oleaginosos,88.0,482.0
RO,2016,3440,8.2 - Copaíba (óleo),8.0,224.0
RO,2016,3446,8.8 - Outros,80.0,258.0
RO,2017,11296,1.10 - Outros,35.0,75.0
RO,2017,3402,1 - Alimentícios,3572.0,9205.0
RO,2017,3403,1.1 - Açaí (fruto),1503.0,3173.0
RO,2017,3405,1.3 - Castanha-do-pará,1865.0,5513.0
RO,2017,3408,1.6 - Palmito,169.0,443.0
RO,2017,3416,3 - Borrachas,143.0,380.0
RO,2017,3418,3.2 - Hevea (látex coagulado),143.0,380.0
RO,2017,3419,3.3 - Hevea (látex líquido),0.0,0.0
RO,2017,3434,7.2 - Lenha,51478.0,2674.0
RO,2017,3435,7.3 - Madeira em tora,1304683.0,162532.0
RO,2017,3438,8 - Oleaginosos,84.0,510.0
RO,2017,3440,8.2 - Copaíba (óleo),8.0,251.0
RO,2017,3446,8.8 - Outros,76.0,260.0
RO,2018,3402,1 - Alimentícios,3327.0,8817.0
RO,2018,3403,1.1 - Açaí (fruto),1410.0,3068.0
RO,2018,3405,1.3 - Castanha-do-pará,1755.0,5313.0
RO,2018,3408,1.6 - Palmito,162.0,436.0
RO,2018,3416,3 - Borrachas,134.0,368.0
RO,2018,3418,3.2 - Hevea (látex coagulado),134.0,368.0
RO,2018,3419,3.3 - Hevea (látex líquido),0.0,0.0
RO,2018,3434,7.2 - Lenha,48437.0,2592.0
RO,2018,3435,7.3 - Madeira em tora,1221029.0,157093.0
RO,2018,3438,8 - Oleaginosos,7.0,246.0
RO,2018,3440,8.2 - Copaíba (óleo),7.0,246.0
RO,2019,3402,1 - Alimentícios,3631.0,10602.0
RO,2019,3403,1.1 - Açaí (fruto),1601.0,3884.0
RO,2019,3405,1.3 - Castanha-do-pará,1878.0,6292.0
RO,2019,3408,1.6 - Palmito,152.0,427.0
RO,2019,3416,3 - Borrachas,145.0,453.0
RO,2019,3418,3.2 - Hevea (látex coagulado),145.0,453.0
RO,2019,3419,3.3 - Hevea (látex líquido),0.0,0.0
RO,2019,3433,7.1 - Carvão vegetal,256.0,8358.0
RO,2019,3434,7.2 - Lenha,52561.0,2961.0
RO,2019,3435,7.3 - Madeira em tora,1313559.0,178605.0
RO,2019,3438,8 - Oleaginosos,8.0,283.0
RO,2019,3440,8.2 - Copaíba (óleo),8.0,283.0
RO,2020,3402,1 - Alimentícios,3571.0,10673.0
RO,2020,3403,1.1 - Açaí (fruto),1482.0,3537.0
RO,2020,3405,1.3 - Castanha-do-pará,1920.0,6621.0
RO,2020,3408,1.6 - Palmito,170.0,515.0
RO,2020,3416,3 - Borrachas,133.0,400.0
RO,2020,3418,3.2 - Hevea (látex coagulado),133.0,400.0
RO,2020,3419,3.3 - Hevea (látex líquido),0.0,0.0
RO,2020,3433,7.1 - Carvão vegetal,5.0,3.0
RO,2020,3434,7.2 - Lenha,11840.0,621.0
RO,2020,3435,7.3 - Madeira em tora,829939.0,135902.0
RO,2020,3438,8 - Oleaginosos,8.0,261.0
RO,2020,3440,8.2 - Copaíba (óleo),8.0,261.0
RO,2021,3402,1 - Alimentícios,3516.0,10870.0
RO,2021,3403,1.1 - Açaí (fruto),1542.0,3912.0
RO,2021,3405,1.3 - Castanha-do-pará,1800.0,6378.0
RO,2021,3408,1.6 - Palmito,174.0,580.0
RO,2021,3416,3 - Borrachas,143.0,460.0
RO,2021,3418,3.2 - Hevea (látex coagulado),143.0,460.0
RO,2021,3435,7.3 - Madeira em tora,3008405.0,532502.0
RO,2021,3438,8 - Oleaginosos,8.0,318.0
RO,2021,3440,8.2 - Copaíba (óleo),8.0,318.0
RO,2022,11296,1.10 - Outros,1683.0,2149.0
RO,2022,3402,1 - Alimentícios,5036.0,15196.0
RO,2022,3403,1.1 - Açaí (fruto),1738.0,4761.0
RO,2022,3405,1.3 - Castanha-do-pará,1394.0,5963.0
RO,2022,3408,1.6 - Palmito,220.0,2323.0
RO,2022,3416,3 - Borrachas,156.0,562.0
RO,2022,3418,3.2 - Hevea (látex coagulado),156.0,562.0
RO,2022,3433,7.1 - Carvão vegetal,1635.0,1127.0
RO,2022,3434,7.2 - Lenha,1644.0,158.0
RO,2022,3435,7.3 - Madeira em tora,43226.0,6002.0
RO,2022,3438,8 - Oleaginosos,50.0,2660.0
RO,2022,3440,8.2 - Copaíba (óleo),49.0,2654.0
RO,2022,3446,8.8 - Outros,1.0,5.0
RO,2023,11296,1.10 - Outros,241.0,645.0
RO,2023,3402,1 - Alimentícios,2599.0,14536.0
RO,2023,3403,1.1 - Açaí (fruto),1189.0,5412.0
RO,2023,3405,1.3 - Castanha-do-pará,1003.0,6227.0
RO,2023,3408,1.6 - Palmito,166.0,2253.0
RO,2023,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",0.0,11.0
RO,2023,3414,2.3 - Urucum (semente),0.0,11.0
RO,2023,3416,3 - Borrachas,232.0,1111.0
RO,2023,3418,3.2 - Hevea (látex coagulado),216.0,908.0
RO,2023,3419,3.3 - Hevea (látex líquido),16.0,203.0
RO,2023,3433,7.1 - Carvão vegetal,1375.0,2893.0
RO,2023,3434,7.2 - Lenha,113747.0,6569.0
RO,2023,3435,7.3 - Madeira em tora,837562.0,116158.0
RO,2023,3438,8 - Oleaginosos,42.0,2556.0
RO,2023,3440,8.2 - Copaíba (óleo),40.0,2547.0
RO,2023,3446,8.8 - Outros,2.0,9.0
RO,2024,11296,1.10 - Outros,313.0,908.0
RO,2024,3402,1 - Alimentícios,2510.0,14802.0
RO,2024,3403,1.1 - Açaí (fruto),1038.0,5433.0
RO,2024,3405,1.3 - Castanha-do-pará,1042.0,6704.0
RO,2024,3408,1.6 - Palmito,117.0,1757.0
RO,2024,3411,"2 - Aromáticos, medicinais, tóxicos e corantes",1.0,18.0
RO,2024,3414,2.3 - Urucum (semente),1.0,18.0
RO,2024,3416,3 - Borrachas,239.0,1174.0
RO,2024,3418,3.2 - Hevea (látex coagulado),222.0,1047.0
RO,2024,3419,3.3 - Hevea (látex líquido),18.0,127.0
RO,2024,3433,7.1 - Carvão vegetal,869.0,2552.0
RO,2024,3434,7.2 - Lenha,186128.0,17438.0
RO,2024,3435,7.3 - Madeira em tora,1323926.0,192125.0
RO,2024,3438,8 - Oleaginosos,43.0,2708.0
RO,2024,3440,8.2 - Copaíba (óleo),36.0,2664.0
RO,2024,3446,8.8 - Outros,8.0,43.0
RR,2015,11296,1.10 - Outros,0.0,0.0
RR,2015,3402,1 - Alimentícios,157.0,496.0
RR,2015,3403,1.1 - Açaí (fruto),1.0,4.0
RR,2015,3404,1.2 - Castanha-de-caju,1.0,4.0
RR,2015,3405,1.3 - Castanha-do-pará,155.0,489.0
RR,2015,3433,7.1 - Carvão vegetal,425.0,425.0
RR,2015,3434,7.2 - Lenha,97390.0,2502.0
RR,2015,3435,7.3 - Madeira em tora,357642.0,34403.0
RR,2016,11296,1.10 - Outros,0.0,0.0
RR,2016,3402,1 - Alimentícios,185.0,611.0
RR,2016,3403,1.1 - Açaí (fruto),23.0,44.0
RR,2016,3404,1.2 - Castanha-de-caju,1.0,3.0
RR,2016,3405,1.3 - Castanha-do-pará,161.0,563.0
RR,2016,3433,7.1 - Carvão vegetal,472.0,472.0
RR,2016,3434,7.2 - Lenha,99621.0,2499.0
RR,2016,3435,7.3 - Madeira em tora,426286.0,30390.0
RR,2017,11296,1.10 - Outros,0.0,0.0
RR,2017,3402,1 - Alimentícios,346.0,1009.0
RR,2017,3403,1.1 - Açaí (fruto),24.0,43.0
RR,2017,3405,1.3 - Castanha-do-pará,322.0,966.0
RR,2017,3434,7.2 - Lenha,95070.0,2377.0
RR,2017,3435,7.3 - Madeira em tora,796022.0,51002.0
RR,2018,3402,1 - Alimentícios,2255.0,5962.0
RR,2018,3403,1.1 - Açaí (fruto),25.0,63.0
RR,2018,3405,1.3 - Castanha-do-pará,2230.0,5899.0
RR,2018,3434,7.2 - Lenha,89540.0,2239.0
RR,2018,3435,7.3 - Madeira em tora,418756.0,56433.0
RR,2019,3402,1 - Alimentícios,1990.0,6641.0
RR,2019,3403,1.1 - Açaí (fruto),39.0,109.0
RR,2019,3404,1.2 - Castanha-de-caju,11.0,46.0
RR,2019,3405,1.3 - Castanha-do-pará,1940.0,6486.0
RR,2019,3433,7.1 - Carvão vegetal,64.0,63.0
RR,2019,3434,7.2 - Lenha,101550.0,2623.0
RR,2019,3435,7.3 - Madeira em tora,424800.0,52374.0
RR,2020,3402,1 - Alimentícios,2036.0,7797.0
RR,2020,3403,1.1 - Açaí (fruto),43.0,130.0
RR,2020,3404,1.2 - Castanha-de-caju,11.0,55.0
RR,2020,3405,1.3 - Castanha-do-pará,1982.0,7612.0
RR,2020,3433,7.1 - Carvão vegetal,72.0,73.0
RR,2020,3434,7.2 - Lenha,113450.0,2931.0
RR,2020,3435,7.3 - Madeira em tora,329800.0,38254.0
RR,2021,3402,1 - Alimentícios,1990.0,9292.0
RR,2021,3403,1.1 - Açaí (fruto),45.0,190.0
RR,2021,3404,1.2 - Castanha-de-caju,11.0,59.0
RR,2021,3405,1.3 - Castanha-do-pará,1934.0,9042.0
RR,2021,3433,7.1 - Carvão vegetal,77.0,85.0
RR,2021,3434,7.2 - Lenha,122910.0,3257.0
RR,2021,3435,7.3 - Madeira em tora,304200.0,38237.0
RR,2022,3402,1 - Alimentícios,1972.0,10779.0
RR,2022,3403,1.1 - Açaí (fruto),46.0,223.0
RR,2022,3404,1.2 - Castanha-de-caju,11.0,66.0
RR,2022,3405,1.3 - Castanha-do-pará,1915.0,10490.0
RR,2022,3433,7.1 - Carvão vegetal,89.0,100.0
RR,2022,3434,7.2 - Lenha,143600.0,3865.0
RR,2022,3435,7.3 - Madeira em tora,322300.0,39433.0
RR,2023,3402,1 - Alimentícios,1972.0,11957.0
RR,2023,3403,1.1 - Açaí (fruto),49.0,258.0
RR,2023,3404,1.2 - Castanha-de-caju,13.0,83.0
RR,2023,3405,1.3 - Castanha-do-pará,1910.0,11616.0
RR,2023,3433,7.1 - Carvão vegetal,96.0,106.0
RR,2023,3434,7.2 - Lenha,222899.0,5930.0
RR,2023,3435,7.3 - Madeira em tora,472429.0,59865.0
RR,2024,3402,1 - Alimentícios,1822.0,11567.0
RR,2024,3403,1.1 - Açaí (fruto),54.0,343.0
RR,2024,3404,1.2 - Castanha-de-caju,15.0,107.0
RR,2024,3405,1.3 - Castanha-do-pará,1753.0,11117.0
RR,2024,3433,7.1 - Carvão vegetal,100.0,116.0
RR,2024,3434,7.2 - Lenha,78380.0,2116.0
RR,2024,3435,7.3 - Madeira em tora,355570.0,46845.0
TO,2015,3423,5 - Fibras,2.0,2.0
TO,2015,3424,5.1 - Buriti,0.0,1.0
TO,2015,3427,5.4 - Outras,2.0,1.0
TO,2015,3433,7.1 - Carvão vegetal,70156.0,62858.0
TO,2015,3434,7.2 - Lenha,925736.0,16452.0
TO,2015,3435,7.3 - Madeira em tora,80470.0,8557.0
TO,2015,3438,8 - Oleaginosos,234.0,274.0
TO,2015,3439,8.1 - Babaçu (amêndoa),234.0,274.0
TO,2016,3402,1 - Alimentícios,912.0,464.0
TO,2016,3433,7.1 - Carvão vegetal,30411.0,30697.0
TO,2016,3434,7.2 - Lenha,1211779.0,25501.0
TO,2016,3435,7.3 - Madeira em tora,53985.0,6657.0
TO,2016,3438,8 - Oleaginosos,257.0,341.0
TO,2016,3439,8.1 - Babaçu (amêndoa),257.0,341.0
TO,2016,39409,1.7 - Pequi (fruto),912.0,464.0
TO,2017,11296,1.10 - Outros,94.0,358.0
TO,2017,3402,1 - Alimentícios,2200.0,2122.0
TO,2017,3403,1.1 - Açaí (fruto),1.0,4.0
TO,2017,3405,1.3 - Castanha-do-pará,2.0,5.0
TO,2017,3407,1.5 - Mangaba (fruto),4.0,38.0
TO,2017,3423,5 - Fibras,392.0,544.0
TO,2017,3424,5.1 - Buriti,69.0,374.0
TO,2017,3427,5.4 - Outras,323.0,170.0
TO,2017,3433,7.1 - Carvão vegetal,28499.0,29992.0
TO,2017,3434,7.2 - Lenha,906068.0,20481.0
TO,2017,3435,7.3 - Madeira em tora,62067.0,7227.0
TO,2017,3438,8 - Oleaginosos,307.0,863.0
TO,2017,3439,8.1 - Babaçu (amêndoa),304.0,855.0
TO,2017,3444,8.6 - Pequi (amêndoa),3.0,8.0
TO,2017,39409,1.7 - Pequi (fruto),2099.0,1716.0
TO,2018,11296,1.10 - Outros,26.0,70.0
TO,2018,3402,1 - Alimentícios,3545.0,2342.0
TO,2018,3403,1.1 - Açaí (fruto),14.0,73.0
TO,2018,3423,5 - Fibras,46.0,217.0
TO,2018,3424,5.1 - Buriti,46.0,217.0
TO,2018,3433,7.1 - Carvão vegetal,6316.0,4928.0
TO,2018,3434,7.2 - Lenha,805512.0,19181.0
TO,2018,3435,7.3 - Madeira em tora,36486.0,4349.0
TO,2018,3438,8 - Oleaginosos,412.0,1167.0
TO,2018,3439,8.1 - Babaçu (amêndoa),412.0,1167.0
TO,2018,39409,1.7 - Pequi (fruto),3505.0,2198.0
TO,2019,11296,1.10 - Outros,60.0,402.0
TO,2019,3402,1 - Alimentícios,3769.0,2839.0
TO,2019,3403,1.1 - Açaí (fruto),30.0,233.0
TO,2019,3423,5 - Fibras,49.0,213.0
TO,2019,3424,5.1 - Buriti,49.0,213.0
TO,2019,3433,7.1 - Carvão vegetal,8522.0,9466.0
TO,2019,3434,7.2 - Lenha,369049.0,8377.0
TO,2019,3435,7.3 - Madeira em tora,8828.0,1169.0
TO,2019,3438,8 - Oleaginosos,411.0,1166.0
TO,2019,3439,8.1 - Babaçu (amêndoa),411.0,1166.0
TO,2019,39409,1.7 - Pequi (fruto),3678.0,2204.0
TO,2020,11296,1.10 - Outros,40.0,92.0
TO,2020,3402,1 - Alimentícios,25299.0,18912.0
TO,2020,3403,1.1 - Açaí (fruto),31.0,236.0
TO,2020,3423,5 - Fibras,45.0,224.0
TO,2020,3424,5.1 - Buriti,44.0,216.0
TO,2020,3427,5.4 - Outras,1.0,8.0
TO,2020,3433,7.1 - Carvão vegetal,5064.0,5887.0
TO,2020,3434,7.2 - Lenha,381601.0,11938.0
TO,2020,3435,7.3 - Madeira em tora,14340.0,2000.0
TO,2020,3438,8 - Oleaginosos,390.0,1104.0
TO,2020,3439,8.1 - Babaçu (amêndoa),390.0,1104.0
TO,2020,39409,1.7 - Pequi (fruto),25229.0,18584.0
TO,2021,11296,1.10 - Outros,327.0,1750.0
TO,2021,3402,1 - Alimentícios,15607.0,16153.0
TO,2021,3403,1.1 - Açaí (fruto),37.0,220.0
TO,2021,3407,1.5 - Mangaba (fruto),8.0,120.0
TO,2021,3423,5 - Fibras,39.0,215.0
TO,2021,3424,5.1 - Buriti,38.0,208.0
TO,2021,3427,5.4 - Outras,1.0,7.0
TO,2021,3433,7.1 - Carvão vegetal,6681.0,7984.0
TO,2021,3434,7.2 - Lenha,386635.0,13283.0
TO,2021,3435,7.3 - Madeira em tora,13195.0,2086.0
TO,2021,3438,8 - Oleaginosos,520.0,1424.0
TO,2021,3439,8.1 - Babaçu (amêndoa),269.0,945.0
TO,2021,3444,8.6 - Pequi (amêndoa),251.0,480.0
TO,2021,39409,1.7 - Pequi (fruto),15234.0,14063.0
TO,2022,11296,1.10 - Outros,235.0,1306.0
TO,2022,3402,1 - Alimentícios,3882.0,5720.0
TO,2022,3403,1.1 - Açaí (fruto),40.0,247.0
TO,2022,3407,1.5 - Mangaba (fruto),1.0,17.0
TO,2022,3416,3 - Borrachas,36.0,202.0
TO,2022,3418,3.2 - Hevea (látex coagulado),36.0,202.0
TO,2022,3423,5 - Fibras,1.0,8.0
TO,2022,3427,5.4 - Outras,1.0,8.0
TO,2022,3433,7.1 - Carvão vegetal,3169.0,4273.0
TO,2022,3434,7.2 - Lenha,407369.0,19856.0
TO,2022,3435,7.3 - Madeira em tora,13288.0,2180.0
TO,2022,3438,8 - Oleaginosos,301.0,1378.0
TO,2022,3439,8.1 - Babaçu (amêndoa),286.0,1048.0
TO,2022,3446,8.8 - Outros,15.0,330.0
TO,2022,39409,1.7 - Pequi (fruto),3606.0,4150.0
TO,2023,11296,1.10 - Outros,317.0,1732.0
TO,2023,3402,1 - Alimentícios,3418.0,6033.0
TO,2023,3403,1.1 - Açaí (fruto),26.0,173.0
TO,2023,3407,1.5 - Mangaba (fruto),6.0,72.0
TO,2023,3423,5 - Fibras,1.0,9.0
TO,2023,3427,5.4 - Outras,1.0,9.0
TO,2023,3433,7.1 - Carvão vegetal,2737.0,3798.0
TO,2023,3434,7.2 - Lenha,683583.0,44735.0
